Name,Behavior,Storage,FileSpec,FileSpecSustain,FileSpecRelease,Template,Loadspec,Secondary,SustainAlias,ReleaseAlias,Bus,VolumeGroup,DuckGroup,Duck,ReverbSend,CenterSend,VolMin,VolMax,DistMin,DistMaxDry,DistMaxWet,DryMinCurve,DryMaxCurve,WetMinCurve,WetMaxCurve,LimitCount,LimitType,EntityLimitCount,EntityLimitType,PitchMin,PitchMax,PriorityMin,PriorityMax,PriorityThresholdMin,PriorityThresholdMax,AmplitudePriority,PanType,Pan,Futz,Looping,RandomizeType,Probability,StartDelay,EnvelopMin,EnvelopMax,EnvelopPercent,OcclusionLevel,IsBig,DistanceLpf,FluxType,FluxTime,Subtitle,Doppler,ContextType,ContextValue,ContextType1,ContextValue1,ContextType2,ContextValue2,ContextType3,ContextValue3,Timescale,IsMusic,IsCinematic,FadeIn,FadeOut,Pauseable,StopOnEntDeath,Compression,StopOnPlay,DopplerScale,FutzPatch,VoiceLimit,IgnoreMaxDist,NeverPlayTwice,ContinuousPan,FileSource,FileSourceSustain,FileSourceRelease,FileTarget,FileTargetSustain,FileTargetRelease,Platform,Language,OutputDevices,PlatformMask,WiiUMono,StopAlias,DistanceLpfMin,DistanceLpfMax,FacialAnimationName,RestartContextLoops,SilentInCPZ,ContextFailsafe,GPAD,GPADOnly,MuteVoice,MuteMusic,RowSourceFileName,RowSourceShortName,RowSourceLineNumber,
zmb_motd_magicbox_slam_shake,,,black_ops_2\zmb\hellbox\hellbox_slam_shake.wav,,,,,,,,BUS_FX,grp_set_piece,snp_scripted_moment,,30,0,82,82,500,2500,4000,allon,default,allon,default,1,oldest,8,oldest,0,0,40,60,0.25,1,no,3d,front,,nonlooping,,1,5000,50,250,97,0,no,yes,,0,,no,,,,,,,,,yes,no,no,0,0,yes,no,,,,,no,no,no,yes,,,,,,,,,,,,,800,3000,,no,no,no,no,no,no,no,,,,
zmb_motd_magicbox_lock,,,black_ops_2\zmb\hellbox\hellbox_lock.wav,,,,,,,,BUS_FX,grp_ambience,snp_ambience,,0,0,98,98,250,2500,4000,allon,default,allon,default,1,oldest,8,oldest,-50,50,20,30,0.25,1,no,3d,default,,nonlooping,,1,0,0,0,0,0.1,no,yes,,0,,no,,,,,,,,,yes,no,no,0,0,yes,no,,,,,no,no,no,yes,,,,,,,,,,,,,800,3000,,no,no,no,no,no,no,no,,,,
zmb_motd_magicbox_unlock,,,black_ops_2\zmb\hellbox\hellbox_unlock.wav,,,,,,,,BUS_FX,grp_ambience,snp_ambience,,0,0,98,98,250,2500,4000,allon,default,allon,default,1,oldest,8,oldest,-50,50,20,30,0.25,1,no,3d,default,,nonlooping,,1,0,0,0,0,0.1,no,yes,,0,,no,,,,,,,,,yes,no,no,0,0,yes,no,,,,,no,no,no,yes,,,,,,,,,,,,,800,3000,,no,no,no,no,no,no,no,,,,
#BOX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zmb_whoosh2,,loaded,zmb\purchases\box\whoosh\whoosh_00.wav,,,,,zmb_box_spin2,,,BUS_FX,grp_set_piece,snp_scripted_moment,,40,0,60,60,200,1200,1300,allon,default,allon,default,8,priority,8,oldest,0,0,80,100,0,0.7,no,3d,default,,nonlooping,,1,2500,50,250,97,0,no,no,,0,,no,,,,,,,,,yes,no,no,0,0,yes,no,,,,,no,no,no,yes,,,,,,,,,,,,,800,3000,,no,no,no,no,no,no,no,,,,
zmb_box_move2,,loaded,zmb\purchases\box\disappear\disappear_00.wav,,,,,,,,BUS_FX,grp_set_piece,snp_scripted_moment,,40,0,60,60,200,1200,1300,allon,default,allon,default,8,priority,8,oldest,0,0,80,100,0,0.7,no,3d,default,,nonlooping,,1,0,50,250,97,0,no,no,,0,,no,,,,,,,,,yes,no,no,0,0,yes,no,,,,,no,no,no,yes,,,,,,,,,,,,,800,3000,,no,no,no,no,no,no,no,,,,
zmb_box_poof2,,loaded,zmb\purchases\box\poof\poof_00.wav,,,,,,,,BUS_FX,grp_set_piece,snp_scripted_moment,,40,0,60,60,200,1200,1300,allon,default,allon,default,8,priority,8,oldest,0,0,80,100,0,0.7,no,3d,default,,nonlooping,,1,0,50,250,97,0,no,no,,0,,no,,,,,,,,,yes,no,no,0,0,yes,no,,,,,no,no,no,yes,,,,,,,,,,,,,800,3000,,no,no,no,no,no,no,no,,,,
zmb_box_poof_land2,,loaded,zmb\purchases\box\land\land_00.wav,,,,,zmb_box_poof_land_flux_l,,,BUS_FX,grp_set_piece,snp_scripted_moment,,40,0,53,53,500,5000,5000,allon,default,allon,default,8,priority,8,oldest,0,0,80,100,0,0.7,no,3d,default,,nonlooping,,1,0,0,0,0,0,no,no,,0,,no,,,,,,,,,yes,no,no,0,0,yes,no,,,,,no,no,no,yes,,,,,,,,,,,,,800,3000,,no,no,no,no,no,no,no,,,,
zmb_box_poof_land_flux_l,,loaded,zmb\purchases\box\land\flux\flux_l.wav,,,,,zmb_box_poof_land_flux_r,,,BUS_FX,grp_set_piece,snp_scripted_moment,,40,0,49,49,50,4000,6000,allon,default,allon,default,8,priority,8,oldest,0,0,80,100,0,0.7,no,3d,default,,nonlooping,,1,200,0,0,0,0,no,no,left_player,3000,,no,,,,,,,,,yes,no,no,0,0,yes,no,,,,,no,no,no,yes,,,,,,,,,,,,,800,3000,,no,no,no,no,no,no,no,,,,
zmb_box_poof_land_flux_r,,loaded,zmb\purchases\box\land\flux\flux_r.wav,,,,,,,,BUS_FX,grp_set_piece,snp_scripted_moment,,40,0,49,49,50,4000,6000,allon,default,allon,default,8,priority,8,oldest,0,0,80,100,0,0.7,no,3d,default,,nonlooping,,1,275,0,0,0,0,no,no,right_player,4000,,no,,,,,,,,,yes,no,no,0,0,yes,no,,,,,no,no,no,yes,,,,,,,,,,,,,800,3000,,no,no,no,no,no,no,no,,,,
zmb_box_spin2,,loaded,zmb\purchases\box\spin\zmb_box_spin.wav,,,,,,,,BUS_FX,grp_set_piece,snp_scripted_moment,,40,0,60,60,200,1200,1300,allon,default,allon,default,8,priority,8,oldest,0,0,80,100,0,0.7,no,3d,default,,nonlooping,,1,3000,50,250,97,0,no,no,,0,,no,,,,,,,,,yes,no,no,0,0,yes,no,,,,,no,no,no,yes,,,,,,,,,,,,,800,3000,,no,no,no,no,no,no,no,,,,
zmb_box_zcamp_loop,,loaded,zmb\purchases\box\zcamp_box_loop.wav,,,,,,,,BUS_FX,grp_set_piece,snp_scripted_moment,,40,0,45,45,500,1400,1500,allon,default,allon,default,8,priority,8,oldest,0,0,80,100,0,0.7,no,3d,default,,looping,,1,0,0,0,0,0,no,no,,0,,no,,,,,,,,,yes,no,no,0,0,yes,no,,,,,no,no,no,yes,,,,,,,,,,,,,800,3000,,no,no,no,no,no,no,no,,,,
zmb_laugh_child,,loaded,zmb\purchases\box\laugh\child.wav,,,,,,,,BUS_FX,grp_set_piece,snp_scripted_moment,,30,0,57,57,0,10000,10000,allon,default,allon,default,8,priority,8,oldest,0,0,80,100,0,0.7,no,2d,front,,nonlooping,,1,0,0,0,0,0,no,yes,,0,,no,,,,,,,,,yes,no,no,0,0,yes,no,,,,,no,no,no,yes,,,,,,,,,,,,,800,3000,,no,no,no,no,no,no,no,,,,
zmb_lid_close,,loaded,zmb\purchases\box\close\close_00.wav,,,,,,,,BUS_FX,grp_set_piece,snp_scripted_moment,,40,0,54,54,100,1000,1500,allon,default,allon,default,8,priority,8,oldest,0,0,80,100,0,0.7,no,3d,default,,nonlooping,,1,0,0,0,0,0,no,no,,0,,no,,,,,,,,,yes,no,no,0,0,yes,no,,,,,no,no,no,yes,,,,,,,,,,,,,800,3000,,no,no,no,no,no,no,no,,,,
zmb_lid_open,,loaded,zmb\purchases\box\open\open_00.wav,,,,,,,,BUS_FX,grp_set_piece,snp_scripted_moment,,40,0,54,54,100,1000,1500,allon,default,allon,default,8,priority,8,oldest,0,0,80,100,0,0.7,no,3d,default,,nonlooping,,1,0,0,0,0,0,no,no,,0,,no,,,,,,,,,yes,no,no,0,0,yes,no,,,,,no,no,no,yes,,,,,,,,,,,,,800,3000,,no,no,no,no,no,no,no,,,,
zmb_music_box,,loaded,zmb\purchases\box\music_box\music_box_00.wav,,,,,,,,BUS_FX,grp_set_piece,snp_scripted_moment,,55,0,50,50,200,800,1500,allon,default,allon,default,8,priority,8,oldest,0,0,80,100,0,0.7,no,3d,default,,nonlooping,,1,0,50,250,97,0,no,no,,0,,no,,,,,,,,,yes,no,no,0,0,yes,no,,,,,no,no,no,yes,,,,,,,,,,,,,800,3000,,no,no,no,no,no,no,no,,,,
zmb_couch_slam2,,loaded,zmb\blockers\couch\slam_00.wav,,,,,,,,BUS_FX,grp_set_piece,snp_scripted_moment,,40,0,68,72,1000,4000,4000,allon,default,allon,default,1,reject,8,oldest,0,0,80,100,0,0.7,no,3d,default,,nonlooping,,1,0,0,0,0,0,no,no,,0,,no,,,,,,,,,yes,no,no,0,0,yes,no,,,,,no,no,no,yes,,,,,,,,,,,,,800,3000,,no,no,no,no,no,no,no,,,,
zmb_whoosh,,loaded,,,,,,zmb_box_spin,,,BUS_FX,grp_set_piece,snp_scripted_moment,,40,0,60,60,200,1200,1300,allon,default,allon,default,8,priority,8,oldest,0,0,80,100,0,0.7,no,3d,default,,nonlooping,,1,2500,50,250,97,0,no,no,,0,,no,,,,,,,,,yes,no,no,0,0,yes,no,,,,,no,no,no,yes,,,,,,,,,,,,,800,3000,,no,no,no,no,no,no,no,,,,
zmb_couch_slam,,loaded,,,,,,,,,BUS_FX,grp_set_piece,snp_scripted_moment,,40,0,68,72,1000,4000,4000,allon,default,allon,default,1,reject,8,oldest,0,0,80,100,0,0.7,no,3d,default,,nonlooping,,1,0,0,0,0,0,no,no,,0,,no,,,,,,,,,yes,no,no,0,0,yes,no,,,,,no,no,no,yes,,,,,,,,,,,,,800,3000,,no,no,no,no,no,no,no,,,,
zmb_box_move,,loaded,,,,,,,,,BUS_FX,grp_ambience,snp_ambience,,0,0,82,82,500,2500,4000,allon,default,allon,default,1,oldest,8,oldest,-50,50,40,60,0.25,1,no,3d,all,,nonlooping,,1,0,50,250,97,0.1,no,yes,,0,,no,,,,,,,,,yes,no,no,0,0,yes,no,,,,,no,no,no,yes,,,,,,,,,,,,,800,3000,,no,no,no,no,no,no,no,,,,
zmb_box_poof,,loaded,,,,,,,,,BUS_FX,grp_ambience,snp_ambience,,0,0,82,82,500,4000,4000,allon,default,allon,default,1,oldest,8,oldest,-50,50,40,60,0.25,1,no,3d,all,,nonlooping,,1,0,50,250,97,0.1,no,yes,,0,,no,,,,,,,,,yes,no,no,0,0,yes,no,,,,,no,no,no,yes,,,,,,,,,,,,,800,3000,,no,no,no,no,no,no,no,,,,
zmb_box_poof_land,,loaded,,,,,,zmb_box_poof_land_flux_l,,,BUS_FX,grp_ambience,snp_ambience,,0,0,76,76,500,10000,12000,allon,default,allon,default,1,reject,8,oldest,-50,50,95,100,0.25,1,no,3d,default,,nonlooping,,1,0,0,0,0,0.1,no,yes,,0,,no,,,,,,,,,yes,no,no,0,0,yes,no,,,,,no,no,no,yes,,,,,,,,,,,,,800,3000,,no,no,no,no,no,no,no,,,,
zmb_box_spin,,loaded,,,,,,,,,BUS_FX,grp_ambience,snp_ambience,,0,0,82,82,500,2500,4000,allon,default,allon,default,1,oldest,8,oldest,-50,50,40,60,0.25,1,no,3d,default,,nonlooping,,1,2450,50,250,97,0.1,no,yes,,0,,no,,,,,,,,,yes,no,no,0,0,yes,no,,,,,no,no,no,yes,,,,,,,,,,,,,800,3000,,no,no,no,no,no,no,no,,,,
