Name,Behavior,Storage,FileSpec,FileSpecSustain,FileSpecRelease,Template,Loadspec,Secondary,SustainAlias,ReleaseAlias,Bus,VolumeGroup,DuckGroup,Duck,ReverbSend,CenterSend,VolMin,VolMax,DistMin,DistMaxDry,DistMaxWet,DryMinCurve,DryMaxCurve,WetMinCurve,WetMaxCurve,LimitCount,LimitType,EntityLimitCount,EntityLimitType,PitchMin,PitchMax,PriorityMin,PriorityMax,PriorityThresholdMin,PriorityThresholdMax,AmplitudePriority,PanType,Pan,Futz,Looping,RandomizeType,Probability,StartDelay,EnvelopMin,EnvelopMax,EnvelopPercent,OcclusionLevel,IsBig,DistanceLpf,FluxType,FluxTime,Subtitle,Doppler,ContextType,ContextValue,ContextType1,ContextValue1,ContextType2,ContextValue2,ContextType3,ContextValue3,Timescale,IsMusic,IsCinematic,FadeIn,FadeOut,Pauseable,StopOnEntDeath,Compression,StopOnPlay,DopplerScale,FutzPatch,VoiceLimit,IgnoreMaxDist,NeverPlayTwice,ContinuousPan,FileSource,FileSourceSustain,FileSourceRelease,FileTarget,FileTargetSustain,FileTargetRelease,Platform,Language,OutputDevices,PlatformMask,WiiUMono,StopAlias,DistanceLpfMin,DistanceLpfMax,FacialAnimationName,RestartContextLoops,SilentInCPZ,ContextFailsafe,GPAD,GPADOnly,MuteVoice,MuteMusic,RowSourceFileName,RowSourceShortName,RowSourceLineNumber
wpn_bhbomb_portal_loop_far,,loaded,zmb\level\zm_cosmodrome\bhbomb\new\far_lp.wav,,,,,,,,BUS_FX,grp_set_piece,snp_scripted_moment,,40,0,77,77,500,1500,1750,allon,default,allon,default,8,priority,8,oldest,-150,150,80,100,0,0.7,no,3d,default,,looping,,1,0,0,0,0,0,no,no,,0,,no,,,,,,,,,no,no,no,250,800,yes,yes,,,,,no,no,no,yes,,,,,,,,,,,,,800,3000,,no,no,no,no,no,no,no,,,,
wpn_bhbomb_portal_pop,,loaded,zmb\level\zm_cosmodrome\bhbomb\new\bhbomb_pop.wav,,,,,wpn_bhbomb_portal_explode_lfe,,,BUS_FX,grp_set_piece,snp_scripted_moment,,40,0,84,84,500,1500,1750,allon,default,allon,default,8,priority,8,oldest,-150,150,80,100,0,0.7,no,3d,default,,nonlooping,,1,0,0,0,0,0,no,no,,0,,no,,,,,,,,,no,no,no,0,0,yes,no,,,,,no,no,no,yes,,,,,,,,,,,,,800,3000,,no,no,no,no,no,no,no,,,,
wpn_bhbomb_portal_prepop,,loaded,zmb\level\zm_cosmodrome\bhbomb\new\bhbomb_prepop.wav,,,,,,,,BUS_FX,grp_set_piece,snp_scripted_moment,,40,0,80,80,500,1500,1750,allon,default,allon,default,8,priority,8,oldest,-150,150,80,100,0,0.7,no,3d,default,,nonlooping,,1,0,0,0,0,0,no,no,,0,,no,,,,,,,,,no,no,no,0,0,yes,no,,,,,no,no,no,yes,,,,,,,,,,,,,800,3000,,no,no,no,no,no,no,no,,,,
wpn_bhbomb_portal_start,,loaded,zmb\level\zm_cosmodrome\bhbomb\new\bhbomb_start.wav,,,,,wpn_bhbomb_portal_start_lfe,,,BUS_FX,grp_set_piece,snp_scripted_moment,,40,0,84,84,500,1500,1750,allon,default,allon,default,8,priority,8,oldest,-150,150,80,100,0,0.7,no,3d,default,,nonlooping,,1,0,0,0,0,0,no,no,,0,,no,,,,,,,,,no,no,no,0,0,yes,no,,,,,no,no,no,yes,,,,,,,,,,,,,800,3000,,no,no,no,no,no,no,no,,,,
wpn_bhbomb_portal_start_lfe,,loaded,wpn\grenade\explosion\lfe\exp_grenade_lfe.wav,,,,,,,,BUS_HDRFX,grp_lfe,snp_grenade,,0,0,90,90,250,1000,1000,allon,default,allon,default,4,oldest,8,oldest,0,0,25,80,0.25,0.75,no,3d,lfe,,nonlooping,,1,0,0,0,0,0,yes,no,,0,,no,,,,,,,,,yes,no,no,0,0,yes,no,,,,,no,no,no,yes,,,,,,,,,,,,,800,3000,,no,no,no,no,no,no,no,,,,
wpn_bhbomb_raise,,loaded,zmb\zmb_blops\wpn\bhbomb\raise.wav,,,,,,,,BUS_FX,grp_foley,snp_foley,,40,0,80,80,400,1000,1000,allon,default,allon,default,3,oldest,1,reject,0,0,100,100,0.25,1,no,2d,wpn_all,,nonlooping,,1,10,50,100,85,0.1,no,yes,,0,,no,,,,,,,,,yes,no,no,0,0,yes,no,,,,,no,no,no,yes,,,,,,,,,,,,,800,3000,,no,no,no,no,no,no,no,,,,
wpn_bhbomb_switch,,loaded,zmb\zmb_blops\wpn\bhbomb\switch.wav,,,,,,,,BUS_FX,grp_foley,snp_foley,,40,0,86,86,400,1000,1000,allon,default,allon,default,3,oldest,8,oldest,-80,80,100,100,0.25,1,no,2d,wpn_all,,nonlooping,,1,10,50,100,85,0.1,no,yes,,0,,no,,,,,,,,,yes,no,no,0,0,yes,no,,,,,no,no,no,yes,,,,,,,,,,,,,800,3000,,no,no,no,no,no,no,no,,,,
wpn_bhbomb_throw,,loaded,zmb\zmb_blops\wpn\bhbomb\throw.wav,,,,,,,,BUS_FX,grp_foley,snp_foley,,40,0,82,82,400,1000,1000,allon,default,allon,default,3,oldest,1,reject,-80,80,100,100,0.25,1,no,2d,wpn_all,,nonlooping,,1,10,50,100,85,0.1,no,yes,,0,,no,,,,,,,,,yes,no,no,0,0,yes,no,,,,,no,no,no,yes,,,,,,,,,,,,,800,3000,,no,no,no,no,no,no,no,,,,
zmb_gersh_teleporter_go,,loaded,zmb\zmb_blops\evt\zombie_cosmodrome\gersh\gersh_teleport.wav,,,,,,,,BUS_FX,grp_set_piece,snp_scripted_moment,,40,0,84,84,750,1750,2500,allon,default,allon,default,4,priority,8,oldest,0,0,80,100,0,0.7,no,3d,default,,nonlooping,,1,0,0,0,0,0.25,no,no,,0,,no,,,,,,,,,no,no,no,0,0,yes,no,,,,,no,no,no,yes,,,,,,,,,,,,,800,3000,,no,no,no,no,no,no,no,,,,
zmb_gersh_teleporter_go_2d,,loaded,zmb\zmb_blops\evt\zombie_cosmodrome\gersh\gersh_teleport.wav,,,,,,,,BUS_VOICE,grp_voice,snp_never_duck,,60,0,95,95,150,1150,1250,allon,default,allon,default,5,priority,1,reject,-300,300,70,90,0.25,1,no,2d,quad,,nonlooping,,1,0,50,150,99,0.75,no,no,,0,,no,,,,,,,,,yes,no,no,0,0,yes,yes,,,,,no,no,no,yes,,,,,,,,,,,,,800,3000,,no,no,no,no,no,no,no,,,,
zmb_gersh_teleporter_out,,loaded,zmb\zmb_blops\evt\zombie_cosmodrome\gersh\gersh_teleport_out.wav,,,,,,,,BUS_FX,grp_set_piece,snp_scripted_moment,,40,0,84,84,750,1750,2500,allon,default,allon,default,4,priority,8,oldest,0,0,80,100,0,0.7,no,3d,default,,nonlooping,,1,0,0,0,0,0.25,no,no,,0,,no,,,,,,,,,no,no,no,0,0,yes,no,,,,,no,no,no,yes,,,,,,,,,,,,,800,3000,,no,no,no,no,no,no,no,,,,
zmb_gersh_teleporter_out_plr,,loaded,zmb\zmb_blops\evt\zombie_cosmodrome\gersh\gersh_teleport_out.wav,,,,,,,,BUS_FX,grp_set_piece,snp_scripted_moment,,30,0,78,78,0,10000,10000,allon,default,allon,default,8,priority,8,oldest,0,0,80,100,0,0.7,no,2d,front,,nonlooping,,1,0,0,0,0,0.25,no,yes,,0,,no,,,,,,,,,no,no,no,0,0,yes,no,,,,,no,no,no,yes,,,,,,,,,,,,,800,3000,,no,no,no,no,no,no,no,,,,
