Name,Behavior,Storage,FileSpec,FileSpecSustain,FileSpecRelease,Template,Loadspec,Secondary,SustainAlias,ReleaseAlias,Bus,VolumeGroup,DuckGroup,Duck,ReverbSend,CenterSend,VolMin,VolMax,DistMin,DistMaxDry,DistMaxWet,DryMinCurve,DryMaxCurve,WetMinCurve,WetMaxCurve,LimitCount,LimitType,EntityLimitCount,EntityLimitType,PitchMin,PitchMax,PriorityMin,PriorityMax,PriorityThresholdMin,PriorityThresholdMax,AmplitudePriority,PanType,Pan,Futz,Looping,RandomizeType,Probability,StartDelay,EnvelopMin,EnvelopMax,EnvelopPercent,OcclusionLevel,IsBig,DistanceLpf,FluxType,FluxTime,Subtitle,Doppler,ContextType,ContextValue,ContextType1,ContextValue1,ContextType2,ContextValue2,ContextType3,ContextValue3,Timescale,IsMusic,IsCinematic,FadeIn,FadeOut,Pauseable,StopOnEntDeath,Compression,StopOnPlay,DopplerScale,FutzPatch,VoiceLimit,IgnoreMaxDist,NeverPlayTwice,ContinuousPan,FileSource,FileSourceSustain,FileSourceRelease,FileTarget,FileTargetSustain,FileTargetRelease,Platform,Language,OutputDevices,PlatformMask,WiiUMono,StopAlias,DistanceLpfMin,DistanceLpfMax,FacialAnimationName,RestartContextLoops,SilentInCPZ,ContextFailsafe,GPAD,GPADOnly,MuteVoice,MuteMusic,RowSourceFileName,RowSourceShortName,RowSourceLineNumber
wpn_nesting_bounce_asphalt,,loaded,zmb\zmb_blops\wpn\matroyshka\bounce\bounce_06.wav,,,,,,,,BUS_FX,grp_set_piece,snp_scripted_moment,,40,0,67,67,500,10000,11000,allon,default,allon,default,8,priority,8,oldest,0,0,80,100,0,0.7,no,3d,default,,nonlooping,,1,0,0,0,0,0,no,no,,0,,no,,,,,,,,,no,no,no,0,0,yes,no,,,,,no,no,no,yes,,,,,,,,,,,,,800,3000,,no,no,no,no,no,no,no,,,,
wpn_nesting_bounce_bark,,loaded,zmb\zmb_blops\wpn\matroyshka\bounce\bounce_00.wav,,,,,,,,BUS_FX,grp_set_piece,snp_scripted_moment,,40,0,67,67,500,10000,11000,allon,default,allon,default,8,priority,8,oldest,0,0,80,100,0,0.7,no,3d,default,,nonlooping,,1,0,0,0,0,0,no,no,,0,,no,,,,,,,,,no,no,no,0,0,yes,no,,,,,no,no,no,yes,,,,,,,,,,,,,800,3000,,no,no,no,no,no,no,no,,,,
wpn_nesting_bounce_bark,,loaded,zmb\zmb_blops\wpn\matroyshka\bounce\bounce_01.wav,,,,,,,,BUS_FX,grp_set_piece,snp_scripted_moment,,40,0,67,67,500,10000,11000,allon,default,allon,default,8,priority,8,oldest,0,0,80,100,0,0.7,no,3d,default,,nonlooping,,1,0,0,0,0,0,no,no,,0,,no,,,,,,,,,no,no,no,0,0,yes,no,,,,,no,no,no,yes,,,,,,,,,,,,,800,3000,,no,no,no,no,no,no,no,,,,
wpn_nesting_bounce_bark,,loaded,zmb\zmb_blops\wpn\matroyshka\bounce\bounce_02.wav,,,,,,,,BUS_FX,grp_set_piece,snp_scripted_moment,,40,0,67,67,500,10000,11000,allon,default,allon,default,8,priority,8,oldest,0,0,80,100,0,0.7,no,3d,default,,nonlooping,,1,0,0,0,0,0,no,no,,0,,no,,,,,,,,,no,no,no,0,0,yes,no,,,,,no,no,no,yes,,,,,,,,,,,,,800,3000,,no,no,no,no,no,no,no,,,,
wpn_nesting_bounce_bark,,loaded,zmb\zmb_blops\wpn\matroyshka\bounce\bounce_03.wav,,,,,,,,BUS_FX,grp_set_piece,snp_scripted_moment,,40,0,67,67,500,10000,11000,allon,default,allon,default,8,priority,8,oldest,0,0,80,100,0,0.7,no,3d,default,,nonlooping,,1,0,0,0,0,0,no,no,,0,,no,,,,,,,,,no,no,no,0,0,yes,no,,,,,no,no,no,yes,,,,,,,,,,,,,800,3000,,no,no,no,no,no,no,no,,,,
wpn_nesting_bounce_bark,,loaded,zmb\zmb_blops\wpn\matroyshka\bounce\bounce_04.wav,,,,,,,,BUS_FX,grp_set_piece,snp_scripted_moment,,40,0,67,67,500,10000,11000,allon,default,allon,default,8,priority,8,oldest,0,0,80,100,0,0.7,no,3d,default,,nonlooping,,1,0,0,0,0,0,no,no,,0,,no,,,,,,,,,no,no,no,0,0,yes,no,,,,,no,no,no,yes,,,,,,,,,,,,,800,3000,,no,no,no,no,no,no,no,,,,
wpn_nesting_bounce_bark,,loaded,zmb\zmb_blops\wpn\matroyshka\bounce\bounce_05.wav,,,,,,,,BUS_FX,grp_set_piece,snp_scripted_moment,,40,0,67,67,500,10000,11000,allon,default,allon,default,8,priority,8,oldest,0,0,80,100,0,0.7,no,3d,default,,nonlooping,,1,0,0,0,0,0,no,no,,0,,no,,,,,,,,,no,no,no,0,0,yes,no,,,,,no,no,no,yes,,,,,,,,,,,,,800,3000,,no,no,no,no,no,no,no,,,,
wpn_nesting_bounce_bark,,loaded,zmb\zmb_blops\wpn\matroyshka\bounce\bounce_06.wav,,,,,,,,BUS_FX,grp_set_piece,snp_scripted_moment,,40,0,67,67,500,10000,11000,allon,default,allon,default,8,priority,8,oldest,0,0,80,100,0,0.7,no,3d,default,,nonlooping,,1,0,0,0,0,0,no,no,,0,,no,,,,,,,,,no,no,no,0,0,yes,no,,,,,no,no,no,yes,,,,,,,,,,,,,800,3000,,no,no,no,no,no,no,no,,,,
wpn_nesting_bounce_brick,,loaded,zmb\zmb_blops\wpn\matroyshka\bounce\bounce_00.wav,,,,,,,,BUS_FX,grp_set_piece,snp_scripted_moment,,40,0,67,67,500,10000,11000,allon,default,allon,default,8,priority,8,oldest,0,0,80,100,0,0.7,no,3d,default,,nonlooping,,1,0,0,0,0,0,no,no,,0,,no,,,,,,,,,no,no,no,0,0,yes,no,,,,,no,no,no,yes,,,,,,,,,,,,,800,3000,,no,no,no,no,no,no,no,,,,
wpn_nesting_bounce_brick,,loaded,zmb\zmb_blops\wpn\matroyshka\bounce\bounce_01.wav,,,,,,,,BUS_FX,grp_set_piece,snp_scripted_moment,,40,0,67,67,500,10000,11000,allon,default,allon,default,8,priority,8,oldest,0,0,80,100,0,0.7,no,3d,default,,nonlooping,,1,0,0,0,0,0,no,no,,0,,no,,,,,,,,,no,no,no,0,0,yes,no,,,,,no,no,no,yes,,,,,,,,,,,,,800,3000,,no,no,no,no,no,no,no,,,,
wpn_nesting_bounce_brick,,loaded,zmb\zmb_blops\wpn\matroyshka\bounce\bounce_02.wav,,,,,,,,BUS_FX,grp_set_piece,snp_scripted_moment,,40,0,67,67,500,10000,11000,allon,default,allon,default,8,priority,8,oldest,0,0,80,100,0,0.7,no,3d,default,,nonlooping,,1,0,0,0,0,0,no,no,,0,,no,,,,,,,,,no,no,no,0,0,yes,no,,,,,no,no,no,yes,,,,,,,,,,,,,800,3000,,no,no,no,no,no,no,no,,,,
wpn_nesting_bounce_brick,,loaded,zmb\zmb_blops\wpn\matroyshka\bounce\bounce_03.wav,,,,,,,,BUS_FX,grp_set_piece,snp_scripted_moment,,40,0,67,67,500,10000,11000,allon,default,allon,default,8,priority,8,oldest,0,0,80,100,0,0.7,no,3d,default,,nonlooping,,1,0,0,0,0,0,no,no,,0,,no,,,,,,,,,no,no,no,0,0,yes,no,,,,,no,no,no,yes,,,,,,,,,,,,,800,3000,,no,no,no,no,no,no,no,,,,
wpn_nesting_bounce_brick,,loaded,zmb\zmb_blops\wpn\matroyshka\bounce\bounce_04.wav,,,,,,,,BUS_FX,grp_set_piece,snp_scripted_moment,,40,0,67,67,500,10000,11000,allon,default,allon,default,8,priority,8,oldest,0,0,80,100,0,0.7,no,3d,default,,nonlooping,,1,0,0,0,0,0,no,no,,0,,no,,,,,,,,,no,no,no,0,0,yes,no,,,,,no,no,no,yes,,,,,,,,,,,,,800,3000,,no,no,no,no,no,no,no,,,,
wpn_nesting_bounce_brick,,loaded,zmb\zmb_blops\wpn\matroyshka\bounce\bounce_05.wav,,,,,,,,BUS_FX,grp_set_piece,snp_scripted_moment,,40,0,67,67,500,10000,11000,allon,default,allon,default,8,priority,8,oldest,0,0,80,100,0,0.7,no,3d,default,,nonlooping,,1,0,0,0,0,0,no,no,,0,,no,,,,,,,,,no,no,no,0,0,yes,no,,,,,no,no,no,yes,,,,,,,,,,,,,800,3000,,no,no,no,no,no,no,no,,,,
wpn_nesting_bounce_brick,,loaded,zmb\zmb_blops\wpn\matroyshka\bounce\bounce_06.wav,,,,,,,,BUS_FX,grp_set_piece,snp_scripted_moment,,40,0,67,67,500,10000,11000,allon,default,allon,default,8,priority,8,oldest,0,0,80,100,0,0.7,no,3d,default,,nonlooping,,1,0,0,0,0,0,no,no,,0,,no,,,,,,,,,no,no,no,0,0,yes,no,,,,,no,no,no,yes,,,,,,,,,,,,,800,3000,,no,no,no,no,no,no,no,,,,
wpn_nesting_bounce_carpet,,loaded,zmb\zmb_blops\wpn\matroyshka\bounce\bounce_00.wav,,,,,,,,BUS_FX,grp_set_piece,snp_scripted_moment,,40,0,67,67,500,10000,11000,allon,default,allon,default,8,priority,8,oldest,0,0,80,100,0,0.7,no,3d,default,,nonlooping,,1,0,0,0,0,0,no,no,,0,,no,,,,,,,,,no,no,no,0,0,yes,no,,,,,no,no,no,yes,,,,,,,,,,,,,800,3000,,no,no,no,no,no,no,no,,,,
wpn_nesting_bounce_carpet,,loaded,zmb\zmb_blops\wpn\matroyshka\bounce\bounce_01.wav,,,,,,,,BUS_FX,grp_set_piece,snp_scripted_moment,,40,0,67,67,500,10000,11000,allon,default,allon,default,8,priority,8,oldest,0,0,80,100,0,0.7,no,3d,default,,nonlooping,,1,0,0,0,0,0,no,no,,0,,no,,,,,,,,,no,no,no,0,0,yes,no,,,,,no,no,no,yes,,,,,,,,,,,,,800,3000,,no,no,no,no,no,no,no,,,,
wpn_nesting_bounce_carpet,,loaded,zmb\zmb_blops\wpn\matroyshka\bounce\bounce_02.wav,,,,,,,,BUS_FX,grp_set_piece,snp_scripted_moment,,40,0,67,67,500,10000,11000,allon,default,allon,default,8,priority,8,oldest,0,0,80,100,0,0.7,no,3d,default,,nonlooping,,1,0,0,0,0,0,no,no,,0,,no,,,,,,,,,no,no,no,0,0,yes,no,,,,,no,no,no,yes,,,,,,,,,,,,,800,3000,,no,no,no,no,no,no,no,,,,
wpn_nesting_bounce_carpet,,loaded,zmb\zmb_blops\wpn\matroyshka\bounce\bounce_03.wav,,,,,,,,BUS_FX,grp_set_piece,snp_scripted_moment,,40,0,67,67,500,10000,11000,allon,default,allon,default,8,priority,8,oldest,0,0,80,100,0,0.7,no,3d,default,,nonlooping,,1,0,0,0,0,0,no,no,,0,,no,,,,,,,,,no,no,no,0,0,yes,no,,,,,no,no,no,yes,,,,,,,,,,,,,800,3000,,no,no,no,no,no,no,no,,,,
wpn_nesting_bounce_carpet,,loaded,zmb\zmb_blops\wpn\matroyshka\bounce\bounce_04.wav,,,,,,,,BUS_FX,grp_set_piece,snp_scripted_moment,,40,0,67,67,500,10000,11000,allon,default,allon,default,8,priority,8,oldest,0,0,80,100,0,0.7,no,3d,default,,nonlooping,,1,0,0,0,0,0,no,no,,0,,no,,,,,,,,,no,no,no,0,0,yes,no,,,,,no,no,no,yes,,,,,,,,,,,,,800,3000,,no,no,no,no,no,no,no,,,,
wpn_nesting_bounce_carpet,,loaded,zmb\zmb_blops\wpn\matroyshka\bounce\bounce_05.wav,,,,,,,,BUS_FX,grp_set_piece,snp_scripted_moment,,40,0,67,67,500,10000,11000,allon,default,allon,default,8,priority,8,oldest,0,0,80,100,0,0.7,no,3d,default,,nonlooping,,1,0,0,0,0,0,no,no,,0,,no,,,,,,,,,no,no,no,0,0,yes,no,,,,,no,no,no,yes,,,,,,,,,,,,,800,3000,,no,no,no,no,no,no,no,,,,
wpn_nesting_bounce_carpet,,loaded,zmb\zmb_blops\wpn\matroyshka\bounce\bounce_06.wav,,,,,,,,BUS_FX,grp_set_piece,snp_scripted_moment,,40,0,67,67,500,10000,11000,allon,default,allon,default,8,priority,8,oldest,0,0,80,100,0,0.7,no,3d,default,,nonlooping,,1,0,0,0,0,0,no,no,,0,,no,,,,,,,,,no,no,no,0,0,yes,no,,,,,no,no,no,yes,,,,,,,,,,,,,800,3000,,no,no,no,no,no,no,no,,,,
wpn_nesting_bounce_ceramic,,loaded,zmb\zmb_blops\wpn\matroyshka\bounce\bounce_00.wav,,,,,,,,BUS_FX,grp_set_piece,snp_scripted_moment,,40,0,67,67,500,10000,11000,allon,default,allon,default,8,priority,8,oldest,0,0,80,100,0,0.7,no,3d,default,,nonlooping,,1,0,0,0,0,0,no,no,,0,,no,,,,,,,,,no,no,no,0,0,yes,no,,,,,no,no,no,yes,,,,,,,,,,,,,800,3000,,no,no,no,no,no,no,no,,,,
wpn_nesting_bounce_ceramic,,loaded,zmb\zmb_blops\wpn\matroyshka\bounce\bounce_01.wav,,,,,,,,BUS_FX,grp_set_piece,snp_scripted_moment,,40,0,67,67,500,10000,11000,allon,default,allon,default,8,priority,8,oldest,0,0,80,100,0,0.7,no,3d,default,,nonlooping,,1,0,0,0,0,0,no,no,,0,,no,,,,,,,,,no,no,no,0,0,yes,no,,,,,no,no,no,yes,,,,,,,,,,,,,800,3000,,no,no,no,no,no,no,no,,,,
wpn_nesting_bounce_ceramic,,loaded,zmb\zmb_blops\wpn\matroyshka\bounce\bounce_02.wav,,,,,,,,BUS_FX,grp_set_piece,snp_scripted_moment,,40,0,67,67,500,10000,11000,allon,default,allon,default,8,priority,8,oldest,0,0,80,100,0,0.7,no,3d,default,,nonlooping,,1,0,0,0,0,0,no,no,,0,,no,,,,,,,,,no,no,no,0,0,yes,no,,,,,no,no,no,yes,,,,,,,,,,,,,800,3000,,no,no,no,no,no,no,no,,,,
wpn_nesting_bounce_ceramic,,loaded,zmb\zmb_blops\wpn\matroyshka\bounce\bounce_03.wav,,,,,,,,BUS_FX,grp_set_piece,snp_scripted_moment,,40,0,67,67,500,10000,11000,allon,default,allon,default,8,priority,8,oldest,0,0,80,100,0,0.7,no,3d,default,,nonlooping,,1,0,0,0,0,0,no,no,,0,,no,,,,,,,,,no,no,no,0,0,yes,no,,,,,no,no,no,yes,,,,,,,,,,,,,800,3000,,no,no,no,no,no,no,no,,,,
wpn_nesting_bounce_ceramic,,loaded,zmb\zmb_blops\wpn\matroyshka\bounce\bounce_04.wav,,,,,,,,BUS_FX,grp_set_piece,snp_scripted_moment,,40,0,67,67,500,10000,11000,allon,default,allon,default,8,priority,8,oldest,0,0,80,100,0,0.7,no,3d,default,,nonlooping,,1,0,0,0,0,0,no,no,,0,,no,,,,,,,,,no,no,no,0,0,yes,no,,,,,no,no,no,yes,,,,,,,,,,,,,800,3000,,no,no,no,no,no,no,no,,,,
wpn_nesting_bounce_ceramic,,loaded,zmb\zmb_blops\wpn\matroyshka\bounce\bounce_05.wav,,,,,,,,BUS_FX,grp_set_piece,snp_scripted_moment,,40,0,67,67,500,10000,11000,allon,default,allon,default,8,priority,8,oldest,0,0,80,100,0,0.7,no,3d,default,,nonlooping,,1,0,0,0,0,0,no,no,,0,,no,,,,,,,,,no,no,no,0,0,yes,no,,,,,no,no,no,yes,,,,,,,,,,,,,800,3000,,no,no,no,no,no,no,no,,,,
wpn_nesting_bounce_ceramic,,loaded,zmb\zmb_blops\wpn\matroyshka\bounce\bounce_06.wav,,,,,,,,BUS_FX,grp_set_piece,snp_scripted_moment,,40,0,67,67,500,10000,11000,allon,default,allon,default,8,priority,8,oldest,0,0,80,100,0,0.7,no,3d,default,,nonlooping,,1,0,0,0,0,0,no,no,,0,,no,,,,,,,,,no,no,no,0,0,yes,no,,,,,no,no,no,yes,,,,,,,,,,,,,800,3000,,no,no,no,no,no,no,no,,,,
wpn_nesting_bounce_cloth,,loaded,zmb\zmb_blops\wpn\matroyshka\bounce\bounce_00.wav,,,,,,,,BUS_FX,grp_set_piece,snp_scripted_moment,,40,0,67,67,500,10000,11000,allon,default,allon,default,8,priority,8,oldest,0,0,80,100,0,0.7,no,3d,default,,nonlooping,,1,0,0,0,0,0,no,no,,0,,no,,,,,,,,,no,no,no,0,0,yes,no,,,,,no,no,no,yes,,,,,,,,,,,,,800,3000,,no,no,no,no,no,no,no,,,,
wpn_nesting_bounce_cloth,,loaded,zmb\zmb_blops\wpn\matroyshka\bounce\bounce_01.wav,,,,,,,,BUS_FX,grp_set_piece,snp_scripted_moment,,40,0,67,67,500,10000,11000,allon,default,allon,default,8,priority,8,oldest,0,0,80,100,0,0.7,no,3d,default,,nonlooping,,1,0,0,0,0,0,no,no,,0,,no,,,,,,,,,no,no,no,0,0,yes,no,,,,,no,no,no,yes,,,,,,,,,,,,,800,3000,,no,no,no,no,no,no,no,,,,
wpn_nesting_bounce_cloth,,loaded,zmb\zmb_blops\wpn\matroyshka\bounce\bounce_02.wav,,,,,,,,BUS_FX,grp_set_piece,snp_scripted_moment,,40,0,67,67,500,10000,11000,allon,default,allon,default,8,priority,8,oldest,0,0,80,100,0,0.7,no,3d,default,,nonlooping,,1,0,0,0,0,0,no,no,,0,,no,,,,,,,,,no,no,no,0,0,yes,no,,,,,no,no,no,yes,,,,,,,,,,,,,800,3000,,no,no,no,no,no,no,no,,,,
wpn_nesting_bounce_cloth,,loaded,zmb\zmb_blops\wpn\matroyshka\bounce\bounce_03.wav,,,,,,,,BUS_FX,grp_set_piece,snp_scripted_moment,,40,0,67,67,500,10000,11000,allon,default,allon,default,8,priority,8,oldest,0,0,80,100,0,0.7,no,3d,default,,nonlooping,,1,0,0,0,0,0,no,no,,0,,no,,,,,,,,,no,no,no,0,0,yes,no,,,,,no,no,no,yes,,,,,,,,,,,,,800,3000,,no,no,no,no,no,no,no,,,,
wpn_nesting_bounce_cloth,,loaded,zmb\zmb_blops\wpn\matroyshka\bounce\bounce_04.wav,,,,,,,,BUS_FX,grp_set_piece,snp_scripted_moment,,40,0,67,67,500,10000,11000,allon,default,allon,default,8,priority,8,oldest,0,0,80,100,0,0.7,no,3d,default,,nonlooping,,1,0,0,0,0,0,no,no,,0,,no,,,,,,,,,no,no,no,0,0,yes,no,,,,,no,no,no,yes,,,,,,,,,,,,,800,3000,,no,no,no,no,no,no,no,,,,
wpn_nesting_bounce_cloth,,loaded,zmb\zmb_blops\wpn\matroyshka\bounce\bounce_05.wav,,,,,,,,BUS_FX,grp_set_piece,snp_scripted_moment,,40,0,67,67,500,10000,11000,allon,default,allon,default,8,priority,8,oldest,0,0,80,100,0,0.7,no,3d,default,,nonlooping,,1,0,0,0,0,0,no,no,,0,,no,,,,,,,,,no,no,no,0,0,yes,no,,,,,no,no,no,yes,,,,,,,,,,,,,800,3000,,no,no,no,no,no,no,no,,,,
wpn_nesting_bounce_cloth,,loaded,zmb\zmb_blops\wpn\matroyshka\bounce\bounce_06.wav,,,,,,,,BUS_FX,grp_set_piece,snp_scripted_moment,,40,0,67,67,500,10000,11000,allon,default,allon,default,8,priority,8,oldest,0,0,80,100,0,0.7,no,3d,default,,nonlooping,,1,0,0,0,0,0,no,no,,0,,no,,,,,,,,,no,no,no,0,0,yes,no,,,,,no,no,no,yes,,,,,,,,,,,,,800,3000,,no,no,no,no,no,no,no,,,,
wpn_nesting_bounce_concrete,,loaded,zmb\zmb_blops\wpn\matroyshka\bounce\bounce_00.wav,,,,,,,,BUS_FX,grp_set_piece,snp_scripted_moment,,40,0,67,67,500,10000,11000,allon,default,allon,default,8,priority,8,oldest,0,0,80,100,0,0.7,no,3d,default,,nonlooping,,1,0,0,0,0,0,no,no,,0,,no,,,,,,,,,no,no,no,0,0,yes,no,,,,,no,no,no,yes,,,,,,,,,,,,,800,3000,,no,no,no,no,no,no,no,,,,
wpn_nesting_bounce_concrete,,loaded,zmb\zmb_blops\wpn\matroyshka\bounce\bounce_01.wav,,,,,,,,BUS_FX,grp_set_piece,snp_scripted_moment,,40,0,67,67,500,10000,11000,allon,default,allon,default,8,priority,8,oldest,0,0,80,100,0,0.7,no,3d,default,,nonlooping,,1,0,0,0,0,0,no,no,,0,,no,,,,,,,,,no,no,no,0,0,yes,no,,,,,no,no,no,yes,,,,,,,,,,,,,800,3000,,no,no,no,no,no,no,no,,,,
wpn_nesting_bounce_concrete,,loaded,zmb\zmb_blops\wpn\matroyshka\bounce\bounce_02.wav,,,,,,,,BUS_FX,grp_set_piece,snp_scripted_moment,,40,0,67,67,500,10000,11000,allon,default,allon,default,8,priority,8,oldest,0,0,80,100,0,0.7,no,3d,default,,nonlooping,,1,0,0,0,0,0,no,no,,0,,no,,,,,,,,,no,no,no,0,0,yes,no,,,,,no,no,no,yes,,,,,,,,,,,,,800,3000,,no,no,no,no,no,no,no,,,,
wpn_nesting_bounce_concrete,,loaded,zmb\zmb_blops\wpn\matroyshka\bounce\bounce_03.wav,,,,,,,,BUS_FX,grp_set_piece,snp_scripted_moment,,40,0,67,67,500,10000,11000,allon,default,allon,default,8,priority,8,oldest,0,0,80,100,0,0.7,no,3d,default,,nonlooping,,1,0,0,0,0,0,no,no,,0,,no,,,,,,,,,no,no,no,0,0,yes,no,,,,,no,no,no,yes,,,,,,,,,,,,,800,3000,,no,no,no,no,no,no,no,,,,
