Name,Behavior,Storage,FileSpec,FileSpecSustain,FileSpecRelease,Template,Loadspec,Secondary,SustainAlias,ReleaseAlias,Bus,VolumeGroup,DuckGroup,Duck,ReverbSend,CenterSend,VolMin,VolMax,DistMin,DistMaxDry,DistMaxWet,DryMinCurve,DryMaxCurve,WetMinCurve,WetMaxCurve,LimitCount,LimitType,EntityLimitCount,EntityLimitType,PitchMin,PitchMax,PriorityMin,PriorityMax,PriorityThresholdMin,PriorityThresholdMax,AmplitudePriority,PanType,Pan,Futz,Looping,RandomizeType,Probability,StartDelay,EnvelopMin,EnvelopMax,EnvelopPercent,OcclusionLevel,IsBig,DistanceLpf,FluxType,FluxTime,Subtitle,Doppler,ContextType,ContextValue,ContextType1,ContextValue1,ContextType2,ContextValue2,ContextType3,ContextValue3,Timescale,IsMusic,IsCinematic,FadeIn,FadeOut,Pauseable,StopOnEntDeath,Compression,StopOnPlay,DopplerScale,FutzPatch,VoiceLimit,IgnoreMaxDist,NeverPlayTwice,ContinuousPan,FileSource,FileSourceSustain,FileSourceRelease,FileTarget,FileTargetSustain,FileTargetRelease,Platform,Language,OutputDevices,PlatformMask,WiiUMono,StopAlias,DistanceLpfMin,DistanceLpfMax,FacialAnimationName,RestartContextLoops,SilentInCPZ,ContextFailsafe,GPAD,GPADOnly,MuteVoice,MuteMusic,RowSourceFileName,RowSourceShortName,RowSourceLineNumber
evt_hacker_ks_success,,loaded,mpl\hacker\hack_ks.wav,,,,,,,,BUS_FX,grp_set_piece,snp_scripted_moment,,0,0,80,80,150,1200,1200,allon,default,allon,default,8,priority,8,oldest,0,0,80,100,0,0.7,no,3d,front,,nonlooping,,1,0,0,0,0,0,no,no,,0,,no,perspective,npc,,,,,,,yes,no,no,0,0,yes,no,,,,,no,no,no,yes,,,,,,,,,,,,,800,3000,,no,no,no,no,no,no,no,,,,
evt_hacker_ks_success,,loaded,mpl\hacker\hack_ks.wav,,,,,,,,BUS_FX,grp_player_foley,snp_foley,,0,0,80,80,0,10000,10000,allon,default,allon,default,3,oldest,8,oldest,-10,10,70,70,0,1,no,2d,front,,nonlooping,,1,0,0,0,0,0.25,no,yes,,0,,no,perspective,player,,,,,,,yes,no,no,0,0,yes,no,,,,,no,no,no,yes,,,,,,,,,,,,,800,3000,,no,no,no,no,no,no,no,,,,
evt_hacker_raise,,loaded,mpl\hacker\1straise.wav,,,,,,,,BUS_FX,grp_set_piece,snp_scripted_moment,,15,0,77,77,150,1200,1200,allon,default,allon,default,8,priority,8,oldest,0,0,80,100,0,0.7,no,3d,default,,nonlooping,,1,0,0,0,0,0,no,no,,0,,no,perspective,npc,,,,,,,yes,no,no,0,0,yes,no,,,,,no,no,no,yes,,,,,,,,,,,,,800,3000,,no,no,no,no,no,no,no,,,,
evt_hacker_raise,,loaded,mpl\hacker\1straise.wav,,,,,,,,BUS_FX,grp_foley,snp_foley,,15,0,90,94,0,10000,10000,allon,default,allon,default,8,priority,8,oldest,-88,84,70,70,0.25,1,no,2d,front,,nonlooping,,1,0,0,0,0,0.25,no,yes,,0,,no,perspective,player,,,,,,,yes,no,no,0,0,yes,no,,,,,no,no,no,yes,,,,,,,,,,,,,800,3000,,no,no,no,no,no,no,no,,,,
evt_hacker_unhackable_loop,,streamed,mpl\hacker\unhackable_loop.wav,,,,,,,,BUS_FX,grp_player_foley,snp_foley,,0,0,67,67,0,10000,10000,allon,default,allon,default,3,oldest,8,oldest,-10,10,70,70,0,1,no,2d,center_mostly,,looping,,1,0,0,0,0,0.25,no,yes,,0,,no,,,,,,,,,yes,no,no,0,0,yes,no,,,,,no,no,no,yes,,,,,,,,,,,,,800,3000,,no,no,no,no,no,no,no,,,,
evt_moon_hacker_close,,loaded,zmb\zmb_blops\evt\zombie_moon\hack\evt_moon_hacker_close.wav,,,,,,,,BUS_FX,grp_set_piece,snp_scripted_moment,,40,0,77,77,150,900,1000,allon,default,allon,default,8,priority,8,oldest,0,0,80,100,0,0.7,no,3d,default,,nonlooping,,1,0,0,0,0,0,no,no,,0,,no,,,,,,,,,no,no,no,0,0,yes,no,,,,,no,no,no,yes,,,,,,,,,,,,,800,3000,,no,no,no,no,no,no,no,,,,
evt_moon_hacker_loop,,loaded,zmb\zmb_blops\evt\zombie_moon\hack\evt_moon_hacker_loop.wav,,,,,,,,BUS_FX,grp_set_piece,snp_scripted_moment,,40,0,77,77,150,900,1000,allon,default,allon,default,8,priority,8,oldest,0,0,80,100,0,0.7,no,3d,default,,looping,,1,0,0,0,0,0,no,no,,0,,no,,,,,,,,,no,no,no,0,0,yes,no,,,,,no,no,no,yes,,,,,,,,,,,,,800,3000,,no,no,no,no,no,no,no,,,,
evt_moon_hacker_open,,loaded,zmb\zmb_blops\evt\zombie_moon\hack\evt_moon_hacker_open.wav,,,,,,,,BUS_FX,grp_set_piece,snp_scripted_moment,,40,0,77,77,150,900,1000,allon,default,allon,default,8,priority,8,oldest,0,0,80,100,0,0.7,no,3d,default,,nonlooping,,1,0,0,0,0,0,no,no,,0,,no,,,,,,,,,no,no,no,0,0,yes,no,,,,,no,no,no,yes,,,,,,,,,,,,,800,3000,,no,no,no,no,no,no,no,,,,
evt_moon_hacker_pen_in,,loaded,zmb\zmb_blops\evt\zombie_moon\hack\evt_moon_hacker_pen_in.wav,,,,,,,,BUS_FX,grp_set_piece,snp_scripted_moment,,40,0,77,77,150,900,1000,allon,default,allon,default,8,priority,8,oldest,0,0,80,100,0,0.7,no,3d,default,,nonlooping,,1,0,0,0,0,0,no,no,,0,,no,,,,,,,,,no,no,no,0,0,yes,no,,,,,no,no,no,yes,,,,,,,,,,,,,800,3000,,no,no,no,no,no,no,no,,,,
evt_moon_hacker_pen_out,,loaded,zmb\zmb_blops\evt\zombie_moon\hack\evt_moon_hacker_pen_out.wav,,,,,,,,BUS_FX,grp_set_piece,snp_scripted_moment,,40,0,77,77,150,900,1000,allon,default,allon,default,8,priority,8,oldest,0,0,80,100,0,0.7,no,3d,default,,nonlooping,,1,0,0,0,0,0,no,no,,0,,no,,,,,,,,,no,no,no,0,0,yes,no,,,,,no,no,no,yes,,,,,,,,,,,,,800,3000,,no,no,no,no,no,no,no,,,,
zmb_progress_bar,,loaded,zmb\zmb_blops\evt\zombie_moon\hack\hack.wav,,,,,,,,BUS_FX,grp_set_piece,snp_scripted_moment,,54,0,69,69,150,900,1200,allon,default,allon,default,8,priority,8,oldest,-120,120,80,100,0,0.7,no,3d,default,,looping,,1,0,0,0,0,0,no,no,,0,,no,,,,,,,,,no,no,no,0,0,yes,no,,,,,no,no,no,yes,,,,,,,,,,,,,800,3000,,no,no,no,no,no,no,no,,,,
vox_mcomp_hack_fail,,streamed,en\vox\scripted\zombie_moon\mcomp\vox_mcomp_hack_fail.wav,,,,,,,,BUS_VOICE,grp_voice,snp_voice,zmb_dialog_2d,47,100,76,76,0,10000,10000,allon,default,allon,default,1,reject,8,oldest,0,0,80,90,0,1,no,2d,quad,,nonlooping,,1,0,0,0,0,0.35,no,yes,,0,,no,,,,,,,,,yes,no,no,0,0,yes,yes,,,,,no,no,no,no,,,,,,,,,,,,,800,3000,,no,yes,no,yes,no,no,no,,,,
vox_mcomp_hack_inprogress,,streamed,en\vox\scripted\zombie_moon\mcomp\vox_mcomp_hack_inprogress.wav,,,,,,,,BUS_VOICE,grp_voice,snp_voice,zmb_dialog_2d,47,100,76,76,0,10000,10000,allon,default,allon,default,1,reject,8,oldest,0,0,80,90,0,1,no,2d,quad,,nonlooping,,1,0,0,0,0,0.35,no,yes,,0,,no,,,,,,,,,yes,no,no,0,0,yes,yes,,,,,no,no,no,no,,,,,,,,,,,,,800,3000,,no,yes,no,yes,no,no,no,,,,
vox_mcomp_hack_success,,streamed,en\vox\scripted\zombie_moon\mcomp\vox_mcomp_hack_success.wav,,,,,,,,BUS_VOICE,grp_voice,snp_voice,zmb_dialog_2d,47,100,76,76,0,10000,10000,allon,default,allon,default,1,reject,8,oldest,0,0,80,90,0,1,no,2d,quad,,nonlooping,,1,0,0,0,0,0.35,no,yes,,0,,no,,,,,,,,,yes,no,no,0,0,yes,yes,,,,,no,no,no,no,,,,,,,,,,,,,800,3000,,no,yes,no,yes,no,no,no,,,,
