Name,Behavior,Storage,FileSpec,FileSpecSustain,FileSpecRelease,Template,Loadspec,Secondary,SustainAlias,ReleaseAlias,Bus,VolumeGroup,DuckGroup,Duck,ReverbSend,CenterSend,VolMin,VolMax,DistMin,DistMaxDry,DistMaxWet,DryMinCurve,DryMaxCurve,WetMinCurve,WetMaxCurve,LimitCount,LimitType,EntityLimitCount,EntityLimitType,PitchMin,PitchMax,PriorityMin,PriorityMax,PriorityThresholdMin,PriorityThresholdMax,AmplitudePriority,PanType,Pan,Futz,Looping,RandomizeType,Probability,StartDelay,EnvelopMin,EnvelopMax,EnvelopPercent,OcclusionLevel,IsBig,DistanceLpf,FluxType,FluxTime,Subtitle,Doppler,ContextType,ContextValue,ContextType1,ContextValue1,ContextType2,ContextValue2,ContextType3,ContextValue3,Timescale,IsMusic,IsCinematic,FadeIn,FadeOut,Pauseable,StopOnEntDeath,Compression,StopOnPlay,DopplerScale,FutzPatch,VoiceLimit,IgnoreMaxDist,NeverPlayTwice,ContinuousPan,FileSource,FileSourceSustain,FileSourceRelease,FileTarget,FileTargetSustain,FileTargetRelease,Platform,Language,OutputDevices,PlatformMask,WiiUMono,StopAlias,DistanceLpfMin,DistanceLpfMax,FacialAnimationName,RestartContextLoops,SilentInCPZ,ContextFailsafe,GPAD,GPADOnly,MuteVoice,MuteMusic,RowSourceFileName,RowSourceShortName,RowSourceLineNumber
#ShrinkRay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wpn_shrinkray_fire_plr_last,,loaded,zmb\zmb_blops\raven\wpn\shrinkray\plr\wpn_shrink_plr_f.wav,,,,,wpn_shrinkray_fire_blast,,,BUS_FX,grp_weapon,snp_wpn_1p_shot,,65,0,89,89,0,10000,10000,allon,default,allon,default,8,priority,3,oldest,0,0,90,90,0.25,1,no,2d,front,,nonlooping,,1,0,0,0,0,0.25,no,yes,,0,,no,,,,,,,,,yes,no,no,0,0,yes,no,,,,,no,no,no,yes,,,,,,,,,,,,,800,3000,,no,no,no,no,no,no,no,,,,
wpn_shrinkray_fire_upgr_blast,,loaded,zmb\zmb_blops\raven\wpn\shrinkray\plr\wpn_shrink_plr_quad.wav,,,,,wpn_shrinkray_fire_upgr_lfe,,,BUS_FX,grp_weapon,snp_wpn_1p_act,,65,0,89,89,0,10000,10000,allon,default,allon,default,8,priority,1,oldest,0,0,90,90,0.25,1,no,2d,front,,nonlooping,,1,0,0,0,0,0.25,no,yes,,0,,no,,,,,,,,,yes,no,no,0,0,yes,no,,,,,no,no,no,yes,,,,,,,,,,,,,800,3000,,no,no,no,no,no,no,no,,,,
wpn_shrinkray_fire_upgr_lfe,,loaded,zmb\zmb_blops\raven\wpn\shrinkray\plr\wpn_shrink_plr_lfe.wav,,,,,wpn_shrinkray_fire_flux_upgr_l,,,BUS_HDRFX,grp_wpn_lfe,snp_wpn_1p_act,,0,0,95,95,0,10000,10000,allon,default,allon,default,8,priority,1,oldest,0,0,90,90,0.25,1,no,2d,lfe,,nonlooping,,1,0,0,0,0,0.25,no,yes,,0,,no,,,,,,,,,yes,no,no,0,0,yes,no,,,,,no,no,no,yes,,,,,,,,,,,,,800,3000,,no,no,no,no,no,no,no,,,,
wpn_shrinkray_fire_upgr_npc,,loaded,zmb\zmb_blops\raven\wpn\shrinkray\npc\wpn_shrink_npc_shot.wav,,,,,wpn_shrinkray_npc_fire_flux_upgr_l,,,BUS_FX,grp_weapon_3p,snp_wpn_3p,,65,0,77,77,800,6000,6000,defaultmin,default,alloff,rcurve3,8,priority,3,oldest,0,0,40,90,0.25,0.8,no,3d,default,,nonlooping,,1,0,1500,12000,0,0.5,no,yes,,0,,no,water,over,,,,,,,yes,no,no,0,0,yes,no,,,,,no,no,no,yes,,,,,,,,,,,,,2500,4000,,no,no,no,no,no,no,no,,,,
wpn_shrinkray_fire_upgr_npc_last,,loaded,zmb\zmb_blops\raven\wpn\shrinkray\npc\wpn_shrink_npc_shot.wav,,,,,wpn_shrinkray_npc_fire_flux_upgr_l,,,BUS_FX,grp_weapon_3p,snp_wpn_3p,,65,0,77,77,800,6000,6000,defaultmin,default,alloff,rcurve3,8,priority,3,oldest,0,0,40,90,0.25,0.8,no,3d,default,,nonlooping,,1,0,1500,12000,0,0.5,no,yes,,0,,no,water,over,,,,,,,yes,no,no,0,0,yes,no,,,,,no,no,no,yes,,,,,,,,,,,,,2500,4000,,no,no,no,no,no,no,no,,,,
wpn_shrinkray_fire_upgr_plr,,loaded,zmb\zmb_blops\raven\wpn\shrinkray\plr\wpn_shrink_plr_f.wav,,,,,wpn_shrinkray_fire_upgr_blast,,,BUS_FX,grp_weapon,snp_wpn_1p_shot,,65,0,86,86,0,10000,10000,allon,default,allon,default,8,priority,3,oldest,0,0,90,90,0.25,1,no,2d,front,,nonlooping,,1,0,0,0,0,0.25,no,yes,,0,,no,,,,,,,,,yes,no,no,0,0,yes,no,,,,,no,no,no,yes,,,,,,,,,,,,,800,3000,,no,no,no,no,no,no,no,,,,
wpn_shrinkray_fire_upgr_plr_last,,loaded,zmb\zmb_blops\raven\wpn\shrinkray\plr\wpn_shrink_plr_f.wav,,,,,wpn_shrinkray_fire_upgr_blast,,,BUS_FX,grp_weapon,snp_wpn_1p_shot,,65,0,86,86,0,10000,10000,allon,default,allon,default,8,priority,3,oldest,0,0,90,90,0.25,1,no,2d,front,,nonlooping,,1,0,0,0,0,0.25,no,yes,,0,,no,,,,,,,,,yes,no,no,0,0,yes,no,,,,,no,no,no,yes,,,,,,,,,,,,,800,3000,,no,no,no,no,no,no,no,,,,
wpn_shrinkray_futz,,loaded,zmb\zmb_blops\raven\wpn\shrinkray\reload\wpn_shrink_futz.wav,,,,,,,,BUS_FX,grp_foley,snp_foley,,60,0,90,94,0,10000,10000,allon,default,allon,default,8,priority,8,oldest,-88,84,70,70,0.25,1,no,2d,front_mostly,,nonlooping,,1,0,0,0,0,0.25,no,yes,,0,,no,water,over,,,,,,,yes,no,no,0,0,yes,no,,,,,no,no,no,yes,,,,,,,,,,,,,800,3000,,no,no,no,no,no,no,no,,,,
wpn_shrinkray_mag_in,,loaded,zmb\zmb_blops\raven\wpn\shrinkray\reload\wpn_shrink_mag_in.wav,,,,,,,,BUS_FX,grp_foley,snp_foley,,60,0,77,80,0,10000,10000,allon,default,allon,default,8,priority,8,oldest,-88,84,70,70,0.25,1,no,2d,front_mostly,,nonlooping,,1,0,0,0,0,0.25,no,yes,,0,,no,water,over,,,,,,,yes,no,no,0,0,yes,no,,,,,no,no,no,yes,,,,,,,,,,,,,800,3000,,no,no,no,no,no,no,no,,,,
wpn_shrinkray_mag_out,,loaded,zmb\zmb_blops\raven\wpn\shrinkray\reload\wpn_shrink_mag_out.wav,,,,,,,,BUS_FX,grp_foley,snp_foley,,60,0,77,80,0,10000,10000,allon,default,allon,default,8,priority,8,oldest,-88,84,70,70,0.25,1,no,2d,front_mostly,,nonlooping,,1,0,0,0,0,0.25,no,yes,,0,,no,water,over,,,,,,,yes,no,no,0,0,yes,no,,,,,no,no,no,yes,,,,,,,,,,,,,800,3000,,no,no,no,no,no,no,no,,,,
wpn_shrinkray_npc_fire_flux_l,,loaded,zmb\zmb_blops\raven\wpn\shrinkray\plr\wpn_shrink_plr_flux_l.wav,,,,,wpn_shrinkray_npc_fire_flux_r,,,BUS_FX,grp_explosion,snp_grenade,,40,0,80,80,200,2500,2500,allon,default,allon,default,2,priority,2,oldest,0,0,30,40,0.25,1,no,3d,default,,nonlooping,,1,150,0,0,0,0.25,no,yes,left_player,2500,,no,,,,,,,,,yes,no,no,0,0,yes,no,,,,,no,no,no,yes,,,,,,,,,,,,,800,3000,,no,no,no,no,no,no,no,,,,
wpn_shrinkray_npc_fire_flux_r,,loaded,zmb\zmb_blops\raven\wpn\shrinkray\plr\wpn_shrink_plr_flux_r.wav,,,,,,,,BUS_FX,grp_explosion,snp_grenade,,40,0,80,80,200,2500,2500,allon,default,allon,default,2,priority,2,oldest,0,0,30,40,0.25,1,no,3d,default,,nonlooping,,1,175,0,0,0,0.25,no,no,right_player,2500,,no,,,,,,,,,yes,no,no,0,0,yes,no,,,,,no,no,no,yes,,,,,,,,,,,,,800,3000,,no,no,no,no,no,no,no,,,,
wpn_shrinkray_npc_fire_flux_upgr_l,,loaded,zmb\zmb_blops\raven\wpn\shrinkray\plr\wpn_shrink_plr_flux_upgr_l.wav,,,,,wpn_shrinkray_npc_fire_flux_upgr_r,,,BUS_FX,grp_explosion,snp_grenade,,40,0,80,80,200,2500,2500,allon,default,allon,default,2,priority,2,oldest,0,0,30,40,0.25,1,no,3d,default,,nonlooping,,1,150,0,0,0,0.25,no,yes,left_player,2500,,no,,,,,,,,,yes,no,no,0,0,yes,no,,,,,no,no,no,yes,,,,,,,,,,,,,800,3000,,no,no,no,no,no,no,no,,,,
wpn_shrinkray_npc_fire_flux_upgr_r,,loaded,zmb\zmb_blops\raven\wpn\shrinkray\plr\wpn_shrink_plr_flux_upgr_r.wav,,,,,,,,BUS_FX,grp_explosion,snp_grenade,,40,0,80,80,200,2500,2500,allon,default,allon,default,2,priority,2,oldest,0,0,30,40,0.25,1,no,3d,default,,nonlooping,,1,175,0,0,0,0.25,no,no,right_player,2500,,no,,,,,,,,,yes,no,no,0,0,yes,no,,,,,no,no,no,yes,,,,,,,,,,,,,800,3000,,no,no,no,no,no,no,no,,,,
wpn_shrinkray_proj_upgraded,,loaded,,,,,,,,,BUS_FX,grp_set_piece,snp_scripted_moment,,40,0,60,60,100,550,850,allon,default,allon,default,8,priority,8,oldest,0,0,80,100,0,0.7,no,3d,default,,looping,,1,0,0,0,0,0,no,no,,0,,yes,,,,,,,,,no,no,no,0,0,yes,no,,,,,no,no,no,yes,,,,,,,,,,,,,800,3000,,no,no,no,no,no,no,no,,,,
wpn_shrinkray_projectile,,loaded,,,,,,,,,BUS_FX,grp_set_piece,snp_scripted_moment,,40,0,60,60,100,550,850,allon,default,allon,default,8,priority,8,oldest,0,0,80,100,0,0.7,no,3d,default,,looping,,1,0,0,0,0,0,no,no,,0,,yes,,,,,,,,,no,no,no,0,0,yes,no,,,,,no,no,no,yes,,,,,,,,,,,,,800,3000,,no,no,no,no,no,no,no,,,,
evt_shrink,,loaded,zmb\zmb_blops\raven\wpn\shrinkray\effects\evt_shrink.wav,,,,,,,,BUS_FX,grp_set_piece,snp_scripted_moment,,40,0,76,76,300,1300,15000,allon,default,allon,default,8,priority,3,oldest,0,0,80,100,0,0.7,no,3d,default,,nonlooping,,1,500,0,0,0,0.4,no,no,,0,,no,,,,,,,,,no,no,no,0,0,yes,no,,,,,no,no,no,yes,,,,,,,,,,,,,800,3000,,no,no,no,no,no,no,no,,,,
evt_sq_bag_shrink_meteor,,loaded,zmb\zmb_blops\evt\zombie_temple\sq\bag\end\shrink.wav,,,,,,,,BUS_FX,grp_set_piece,snp_scripted_moment,,30,0,84,84,0,10000,10000,allon,default,allon,default,8,priority,8,oldest,0,0,80,100,0,0.7,no,2d,front,,nonlooping,,1,0,0,0,0,0,no,yes,,0,,no,,,,,,,,,no,no,no,0,0,yes,no,,,,,no,no,no,yes,,,,,,,,,,,,,800,3000,,no,no,no,no,no,no,no,,,,
evt_sq_lgs_crystal_shrink,,loaded,zmb\level\zm_genesis\quest\book\book_close_swt.wav,,,,,,,,BUS_FX,grp_set_piece,snp_scripted_moment,,65,0,82,82,250,750,850,allon,default,allon,default,8,priority,8,oldest,0,0,80,100,0,0.7,no,3d,default,,nonlooping,,1,0,0,0,0,0,no,no,,0,,no,,,,,,,,,no,no,no,0,0,yes,no,,,,,no,no,no,yes,,,,,,,,,,,,,800,3000,,no,no,no,no,no,no,no,,,,
evt_unshrink,,loaded,zmb\zmb_blops\raven\wpn\shrinkray\effects\evt_unshrink.wav,,,,,,,,BUS_FX,grp_set_piece,snp_scripted_moment,,40,0,76,76,300,1300,15000,allon,default,allon,default,8,priority,3,oldest,0,0,80,100,0,0.7,no,3d,default,,nonlooping,,1,0,0,0,0,0.4,no,no,,0,,no,,,,,,,,,no,no,no,0,0,yes,no,,,,,no,no,no,yes,,,,,,,,,,,,,800,3000,,no,no,no,no,no,no,no,,,,
zmb_mini_ambient,,loaded,zmb\zmb_blops\raven\zmb\mini\ambient\zmb_mini_ambient05.wav,,,,,,,,BUS_VOICE,grp_voice,snp_x3,,60,0,90,92,200,2400,2600,allon,default,rev65,default,3,priority,1,reject,-300,300,30,60,0.25,1,no,3d,default,,nonlooping,,1,0,24,74,85,0.5,no,no,,0,,no,,,,,,,,,yes,no,no,0,0,yes,yes,,,,,no,no,no,yes,,,,,,,,,,,,,800,3000,,no,no,no,no,no,no,no,,,,
zmb_mini_ambient,,loaded,zmb\zmb_blops\raven\zmb\mini\ambient\zmb_mini_ambient06.wav,,,,,,,,BUS_VOICE,grp_voice,snp_x3,,60,0,90,92,200,2400,2600,allon,default,rev65,default,3,priority,1,reject,-300,300,30,60,0.25,1,no,3d,default,,nonlooping,,1,0,24,74,85,0.5,no,no,,0,,no,,,,,,,,,yes,no,no,0,0,yes,yes,,,,,no,no,no,yes,,,,,,,,,,,,,800,3000,,no,no,no,no,no,no,no,,,,
zmb_mini_ambient,,loaded,zmb\zmb_blops\raven\zmb\mini\ambient\zmb_mini_ambient07.wav,,,,,,,,BUS_VOICE,grp_voice,snp_x3,,60,0,90,92,200,2400,2600,allon,default,rev65,default,3,priority,1,reject,-300,300,30,60,0.25,1,no,3d,default,,nonlooping,,1,0,24,74,85,0.5,no,no,,0,,no,,,,,,,,,yes,no,no,0,0,yes,yes,,,,,no,no,no,yes,,,,,,,,,,,,,800,3000,,no,no,no,no,no,no,no,,,,
zmb_mini_ambient,,loaded,zmb\zmb_blops\raven\zmb\mini\ambient\zmb_mini_ambient08.wav,,,,,,,,BUS_VOICE,grp_voice,snp_x3,,60,0,90,92,200,2400,2600,allon,default,rev65,default,3,priority,1,reject,-300,300,30,60,0.25,1,no,3d,default,,nonlooping,,1,0,24,74,85,0.5,no,no,,0,,no,,,,,,,,,yes,no,no,0,0,yes,yes,,,,,no,no,no,yes,,,,,,,,,,,,,800,3000,,no,no,no,no,no,no,no,,,,
zmb_mini_kicked,,loaded,zmb\zmb_blops\raven\zmb\mini\kicked\zmb_mini_kicked01.wav,,,,,,,,BUS_VOICE,grp_voice,snp_x3,,60,0,90,92,150,1150,1250,allon,default,allon,default,5,priority,1,reject,-300,300,70,90,0.25,1,no,3d,default,,nonlooping,,1,0,50,150,99,0.75,no,no,,0,,no,,,,,,,,,yes,no,no,0,0,yes,yes,,,,,no,no,no,yes,,,,,,,,,,,,,800,3000,,no,no,no,no,no,no,no,,,,
zmb_mini_kicked,,loaded,zmb\zmb_blops\raven\zmb\mini\kicked\zmb_mini_kicked02.wav,,,,,,,,BUS_VOICE,grp_voice,snp_x3,,60,0,90,92,150,1150,1250,allon,default,allon,default,5,priority,1,reject,-300,300,70,90,0.25,1,no,3d,default,,nonlooping,,1,0,50,150,99,0.75,no,no,,0,,no,,,,,,,,,yes,no,no,0,0,yes,yes,,,,,no,no,no,yes,,,,,,,,,,,,,800,3000,,no,no,no,no,no,no,no,,,,
zmb_mini_kicked,,loaded,zmb\zmb_blops\raven\zmb\mini\kicked\zmb_mini_kicked03.wav,,,,,,,,BUS_VOICE,grp_voice,snp_x3,,60,0,90,92,150,1150,1250,allon,default,allon,default,5,priority,1,reject,-300,300,70,90,0.25,1,no,3d,default,,nonlooping,,1,0,50,150,99,0.75,no,no,,0,,no,,,,,,,,,yes,no,no,0,0,yes,yes,,,,,no,no,no,yes,,,,,,,,,,,,,800,3000,,no,no,no,no,no,no,no,,,,
zmb_mini_kicked,,loaded,zmb\zmb_blops\raven\zmb\mini\kicked\zmb_mini_kicked08.wav,,,,,,,,BUS_VOICE,grp_voice,snp_x3,,60,0,90,92,150,1150,1250,allon,default,allon,default,5,priority,1,reject,-300,300,70,90,0.25,1,no,3d,default,,nonlooping,,1,0,50,150,99,0.75,no,no,,0,,no,,,,,,,,,yes,no,no,0,0,yes,yes,,,,,no,no,no,yes,,,,,,,,,,,,,800,3000,,no,no,no,no,no,no,no,,,,
zmb_mini_squashed,,loaded,zmb\zmb_blops\raven\zmb\mini\squashed\zmb_mini_squashed01.wav,,,,,,,,BUS_VOICE,grp_voice,snp_x3,,60,0,90,92,150,1150,1250,allon,default,allon,default,5,priority,1,reject,-300,300,70,90,0.25,1,no,3d,default,,nonlooping,,1,0,50,150,99,0.75,no,no,,0,,no,,,,,,,,,yes,no,no,0,0,yes,yes,,,,,no,no,no,yes,,,,,,,,,,,,,800,3000,,no,no,no,no,no,no,no,,,,
zmb_mini_squashed,,loaded,zmb\zmb_blops\raven\zmb\mini\squashed\zmb_mini_squashed02.wav,,,,,,,,BUS_VOICE,grp_voice,snp_x3,,60,0,90,92,150,1150,1250,allon,default,allon,default,5,priority,1,reject,-300,300,70,90,0.25,1,no,3d,default,,nonlooping,,1,0,50,150,99,0.75,no,no,,0,,no,,,,,,,,,yes,no,no,0,0,yes,yes,,,,,no,no,no,yes,,,,,,,,,,,,,800,3000,,no,no,no,no,no,no,no,,,,
zmb_mini_squashed,,loaded,zmb\zmb_blops\raven\zmb\mini\squashed\zmb_mini_squashed03.wav,,,,,,,,BUS_VOICE,grp_voice,snp_x3,,60,0,90,92,150,1150,1250,allon,default,allon,default,5,priority,1,reject,-300,300,70,90,0.25,1,no,3d,default,,nonlooping,,1,0,50,150,99,0.75,no,no,,0,,no,,,,,,,,,yes,no,no,0,0,yes,yes,,,,,no,no,no,yes,,,,,,,,,,,,,800,3000,,no,no,no,no,no,no,no,,,,
zmb_mini_squashed,,loaded,zmb\zmb_blops\raven\zmb\mini\squashed\zmb_mini_squashed04.wav,,,,,,,,BUS_VOICE,grp_voice,snp_x3,,60,0,90,92,150,1150,1250,allon,default,allon,default,5,priority,1,reject,-300,300,70,90,0.25,1,no,3d,default,,nonlooping,,1,0,50,150,99,0.75,no,no,,0,,no,,,,,,,,,yes,no,no,0,0,yes,yes,,,,,no,no,no,yes,,,,,,,,,,,,,800,3000,,no,no,no,no,no,no,no,,,,
