Name,Behavior,Storage,FileSpec,FileSpecSustain,FileSpecRelease,Template,Loadspec,Secondary,SustainAlias,ReleaseAlias,Bus,VolumeGroup,DuckGroup,Duck,ReverbSend,CenterSend,VolMin,VolMax,DistMin,DistMaxDry,DistMaxWet,DryMinCurve,DryMaxCurve,WetMinCurve,WetMaxCurve,LimitCount,LimitType,EntityLimitCount,EntityLimitType,PitchMin,PitchMax,PriorityMin,PriorityMax,PriorityThresholdMin,PriorityThresholdMax,AmplitudePriority,PanType,Pan,Futz,Looping,RandomizeType,Probability,StartDelay,EnvelopMin,EnvelopMax,EnvelopPercent,OcclusionLevel,IsBig,DistanceLpf,FluxType,FluxTime,Subtitle,Doppler,ContextType,ContextValue,ContextType1,ContextValue1,ContextType2,ContextValue2,ContextType3,ContextValue3,Timescale,IsMusic,IsCinematic,FadeIn,FadeOut,Pauseable,StopOnEntDeath,Compression,StopOnPlay,DopplerScale,FutzPatch,VoiceLimit,IgnoreMaxDist,NeverPlayTwice,ContinuousPan,FileSource,FileSourceSustain,FileSourceRelease,FileTarget,FileTargetSustain,FileTargetRelease,Platform,Language,OutputDevices,PlatformMask,WiiUMono,StopAlias,DistanceLpfMin,DistanceLpfMax,FacialAnimationName,RestartContextLoops,SilentInCPZ,ContextFailsafe,GPAD,GPADOnly,MuteVoice,MuteMusic,RowSourceFileName,RowSourceShortName,RowSourceLineNumber
#ELECTRIC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wpn_zmb_electrap_zap,,loaded,zmb\level\zm_factory\waw_zmb\evt\pole_spark\pole_spark_03.wav,,,,,,,,BUS_FX,grp_set_piece,snp_scripted_moment,,10,0,73,73,100,600,650,allon,default,allon,default,8,priority,8,oldest,0,0,80,100,0,0.7,no,3d,default,,nonlooping,,1,0,0,0,0,0,no,no,,0,,no,,,,,,,,,no,no,no,0,0,yes,no,,,,,no,no,no,yes,,,,,,,,,,,,,800,3000,,no,no,no,no,no,no,no,,,,
wpn_zmb_electrap_zap,,loaded,zmb\level\zm_factory\waw_zmb\evt\pole_spark\pole_spark_04.wav,,,,,,,,BUS_FX,grp_set_piece,snp_scripted_moment,,10,0,73,73,100,600,650,allon,default,allon,default,8,priority,8,oldest,0,0,80,100,0,0.7,no,3d,default,,nonlooping,,1,0,0,0,0,0,no,no,,0,,no,,,,,,,,,no,no,no,0,0,yes,no,,,,,no,no,no,yes,,,,,,,,,,,,,800,3000,,no,no,no,no,no,no,no,,,,
wpn_zmb_electrap_zap,,loaded,zmb\level\zm_factory\waw_zmb\evt\pole_spark\pole_spark_05.wav,,,,,,,,BUS_FX,grp_set_piece,snp_scripted_moment,,10,0,73,73,100,600,650,allon,default,allon,default,8,priority,8,oldest,0,0,80,100,0,0.7,no,3d,default,,nonlooping,,1,0,0,0,0,0,no,no,,0,,no,,,,,,,,,no,no,no,0,0,yes,no,,,,,no,no,no,yes,,,,,,,,,,,,,800,3000,,no,no,no,no,no,no,no,,,,
wpn_zmb_electrap_zap,,loaded,zmb\level\zm_factory\waw_zmb\evt\pole_spark\pole_spark_06.wav,,,,,,,,BUS_FX,grp_set_piece,snp_scripted_moment,,10,0,73,73,100,600,650,allon,default,allon,default,8,priority,8,oldest,0,0,80,100,0,0.7,no,3d,default,,nonlooping,,1,0,0,0,0,0,no,no,,0,,no,,,,,,,,,no,no,no,0,0,yes,no,,,,,no,no,no,yes,,,,,,,,,,,,,800,3000,,no,no,no,no,no,no,no,,,,
wpn_zmb_inlevel_trap_loop,,loaded,zmb\trap\electrical\loop\loop_00.wav,,,,,,,,BUS_FX,grp_set_piece,snp_scripted_moment,,40,0,62,62,250,900,1500,allon,default,allon,default,8,priority,8,oldest,0,0,80,100,0,0.7,no,3d,default,,looping,,1,500,0,0,0,0,no,no,,0,,no,,,,,,,,,yes,no,no,0,1,yes,yes,,,,,no,no,no,yes,,,,,,,,,,,,,800,3000,,no,no,no,no,no,no,no,,,,
wpn_zmb_inlevel_trap_start,,loaded,zmb\trap\electrical\start\start_00.wav,,,,,,,,BUS_FX,grp_set_piece,snp_scripted_moment,,40,0,67,67,250,900,1500,allon,default,allon,default,8,priority,8,oldest,0,0,80,100,0,0.7,no,3d,default,,nonlooping,,1,500,0,0,0,0,no,no,,0,,no,,,,,,,,,yes,no,no,0,0,yes,no,,,,,no,no,no,yes,,,,,,,,,,,,,800,3000,,no,no,no,no,no,no,no,,,,
wpn_zmb_inlevel_trap_stop,,loaded,zmb\buildable\electrap\electrap_stop.wav,,,,,,,,BUS_FX,grp_set_piece,snp_scripted_moment,,40,0,62,62,250,900,1500,allon,default,allon,default,8,priority,8,oldest,0,0,80,100,0,0.7,no,3d,default,,nonlooping,,1,0,0,0,0,0,no,no,,0,,no,,,,,,,,,yes,no,no,0,0,yes,no,,,,,no,no,no,yes,,,,,,,,,,,,,800,3000,,no,no,no,no,no,no,no,,,,
zmb_elec_jib_zombie,,loaded,zmb\trap\electrical\arcs\arc_00.wav,,,,,zmb_sizzle,,,BUS_FX,grp_set_piece,snp_scripted_moment,,45,0,65,73,100,800,1100,allon,default,allon,default,8,priority,8,oldest,0,0,80,100,0,0.7,no,3d,default,,nonlooping,,1,0,0,0,0,0,no,no,,0,,no,,,,,,,,,yes,no,no,0,0,yes,no,,,,,no,no,no,yes,,,,,,,,,,,,,800,3000,,no,no,no,no,no,no,no,,,,
zmb_elec_jib_zombie,,loaded,zmb\trap\electrical\arcs\arc_01.wav,,,,,zmb_sizzle,,,BUS_FX,grp_set_piece,snp_scripted_moment,,45,0,65,73,100,800,1100,allon,default,allon,default,8,priority,8,oldest,0,0,80,100,0,0.7,no,3d,default,,nonlooping,,1,0,0,0,0,0,no,no,,0,,no,,,,,,,,,yes,no,no,0,0,yes,no,,,,,no,no,no,yes,,,,,,,,,,,,,800,3000,,no,no,no,no,no,no,no,,,,
zmb_elec_jib_zombie,,loaded,zmb\trap\electrical\arcs\arc_02.wav,,,,,zmb_sizzle,,,BUS_FX,grp_set_piece,snp_scripted_moment,,45,0,65,73,100,800,1100,allon,default,allon,default,8,priority,8,oldest,0,0,80,100,0,0.7,no,3d,default,,nonlooping,,1,0,0,0,0,0,no,no,,0,,no,,,,,,,,,yes,no,no,0,0,yes,no,,,,,no,no,no,yes,,,,,,,,,,,,,800,3000,,no,no,no,no,no,no,no,,,,
zmb_elec_jib_zombie,,loaded,zmb\trap\electrical\arcs\arc_03.wav,,,,,zmb_sizzle,,,BUS_FX,grp_set_piece,snp_scripted_moment,,45,0,65,73,100,800,1100,allon,default,allon,default,8,priority,8,oldest,0,0,80,100,0,0.7,no,3d,default,,nonlooping,,1,0,0,0,0,0,no,no,,0,,no,,,,,,,,,yes,no,no,0,0,yes,no,,,,,no,no,no,yes,,,,,,,,,,,,,800,3000,,no,no,no,no,no,no,no,,,,
zmb_elec_jib_zombie,,loaded,zmb\trap\electrical\arcs\arc_04.wav,,,,,zmb_sizzle,,,BUS_FX,grp_set_piece,snp_scripted_moment,,45,0,65,73,100,800,1100,allon,default,allon,default,8,priority,8,oldest,0,0,80,100,0,0.7,no,3d,default,,nonlooping,,1,0,0,0,0,0,no,no,,0,,no,,,,,,,,,yes,no,no,0,0,yes,no,,,,,no,no,no,yes,,,,,,,,,,,,,800,3000,,no,no,no,no,no,no,no,,,,
zmb_elec_jib_zombie,,loaded,zmb\trap\electrical\arcs\arc_05.wav,,,,,zmb_sizzle,,,BUS_FX,grp_set_piece,snp_scripted_moment,,45,0,65,73,100,800,1100,allon,default,allon,default,8,priority,8,oldest,0,0,80,100,0,0.7,no,3d,default,,nonlooping,,1,0,0,0,0,0,no,no,,0,,no,,,,,,,,,yes,no,no,0,0,yes,no,,,,,no,no,no,yes,,,,,,,,,,,,,800,3000,,no,no,no,no,no,no,no,,,,
zmb_electrozomb_lp,,loaded,evt\cp_zmb\electrozombie\electrical_loop.wav,,,,,,,,BUS_FX,grp_set_piece,snp_scripted_moment,,30,0,72,72,200,1100,1500,allon,default,allon,default,8,priority,8,oldest,0,0,80,100,0,0.7,no,3d,default,,looping,,1,0,0,0,0,0,no,no,,0,,no,,,,,,,,,no,no,no,0,0,yes,no,,,,,no,no,no,yes,,,,,,,,,,,,,800,3000,,no,no,no,no,no,no,no,,,,
zmb_exp_jib_zombie,,loaded,zmb\trap\electrical\gibs\elec\elec_gibs_pop_00.wav,,,,,,,,BUS_FX,grp_set_piece,snp_scripted_moment,,45,0,65,73,100,800,1100,allon,default,allon,default,8,priority,8,oldest,0,0,80,100,0,0.7,no,3d,default,,nonlooping,,1,0,0,0,0,0,no,no,,0,,no,,,,,,,,,yes,no,no,0,0,yes,no,,,,,no,no,no,yes,,,,,,,,,,,,,800,3000,,no,no,no,no,no,no,no,,,,
amb_sparks,,loaded,zmb\trap\electrical\arcs\arc_00.wav,,,amb_ambience_3d_mod,,,,,bus_fx,grp_ambience,snp_ambience,,,,70,75,0,700,701,defaultmin,default,defaultmin,default,5,reject,,,1,1,,,,,,3d,default,,nonlooping,,,,,,,,no,yes,,,,,,,,,,,,,yes,no,no,,,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
amb_sparks,,loaded,zmb\trap\electrical\arcs\arc_01.wav,,,amb_ambience_3d_mod,,,,,bus_fx,grp_ambience,snp_ambience,,,,70,75,0,700,701,defaultmin,default,defaultmin,default,5,reject,,,1,1,,,,,,3d,default,,nonlooping,,,,,,,,no,yes,,,,,,,,,,,,,yes,no,no,,,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
amb_sparks,,loaded,zmb\trap\electrical\arcs\arc_02.wav,,,amb_ambience_3d_mod,,,,,bus_fx,grp_ambience,snp_ambience,,,,70,75,0,700,701,defaultmin,default,defaultmin,default,5,reject,,,1,1,,,,,,3d,default,,nonlooping,,,,,,,,no,yes,,,,,,,,,,,,,yes,no,no,,,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
amb_sparks,,loaded,zmb\trap\electrical\arcs\arc_03.wav,,,amb_ambience_3d_mod,,,,,bus_fx,grp_ambience,snp_ambience,,,,70,75,0,700,701,defaultmin,default,defaultmin,default,5,reject,,,1,1,,,,,,3d,default,,nonlooping,,,,,,,,no,yes,,,,,,,,,,,,,yes,no,no,,,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
amb_sparks,,loaded,zmb\trap\electrical\arcs\arc_04.wav,,,amb_ambience_3d_mod,,,,,bus_fx,grp_ambience,snp_ambience,,,,70,75,0,700,701,defaultmin,default,defaultmin,default,5,reject,,,1,1,,,,,,3d,default,,nonlooping,,,,,,,,no,yes,,,,,,,,,,,,,yes,no,no,,,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
amb_sparks,,loaded,zmb\trap\electrical\arcs\arc_05.wav,,,amb_ambience_3d_mod,,,,,bus_fx,grp_ambience,snp_ambience,,,,70,75,0,700,701,defaultmin,default,defaultmin,default,5,reject,,,1,1,,,,,,3d,default,,nonlooping,,,,,,,,no,yes,,,,,,,,,,,,,yes,no,no,,,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#FIRE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wpn_zmb_inlevel_fire_trap_loop,,loaded,wpn\grenade\incendiary\core\wpn_incindiary_core_loop.wav,,,,,,,,BUS_FX,grp_set_piece,snp_scripted_moment,,40,0,65,65,250,900,1500,allon,default,allon,default,8,priority,8,oldest,-200,200,80,100,0,0.7,no,3d,default,,looping,,1,500,0,0,0,0.1,no,no,,0,,no,,,,,,,,,yes,no,no,0,1,yes,yes,,,,,no,no,no,yes,,,,,,,,,,,,,800,3000,,no,no,no,no,no,no,no,,,,
wpn_zmb_inlevel_fire_trap_start,,loaded,wpn\grenade\incendiary\ignite\exp_incindiary_ignite_00.wav,,,,,,,,BUS_FX,grp_set_piece,snp_scripted_moment,,40,0,70,70,250,900,1500,allon,default,allon,default,8,priority,8,oldest,-200,200,80,100,0,0.7,no,3d,default,,nonlooping,,1,0,0,0,0,0.1,no,no,,0,,no,,,,,,,,,yes,no,no,0,0,yes,no,,,,,no,no,no,yes,,,,,,,,,,,,,800,3000,,no,no,no,no,no,no,no,,,,
wpn_zmb_inlevel_fire_trap_start,,loaded,wpn\grenade\incendiary\ignite\exp_incindiary_ignite_01.wav,,,,,,,,BUS_FX,grp_set_piece,snp_scripted_moment,,40,0,70,70,250,900,1500,allon,default,allon,default,8,priority,8,oldest,-200,200,80,100,0,0.7,no,3d,default,,nonlooping,,1,0,0,0,0,0.1,no,no,,0,,no,,,,,,,,,yes,no,no,0,0,yes,no,,,,,no,no,no,yes,,,,,,,,,,,,,800,3000,,no,no,no,no,no,no,no,,,,
wpn_zmb_inlevel_fire_trap_start,,loaded,wpn\grenade\incendiary\ignite\exp_incindiary_ignite_02.wav,,,,,,,,BUS_FX,grp_set_piece,snp_scripted_moment,,40,0,70,70,250,900,1500,allon,default,allon,default,8,priority,8,oldest,-200,200,80,100,0,0.7,no,3d,default,,nonlooping,,1,0,0,0,0,0.1,no,no,,0,,no,,,,,,,,,yes,no,no,0,0,yes,no,,,,,no,no,no,yes,,,,,,,,,,,,,800,3000,,no,no,no,no,no,no,no,,,,
wpn_zmb_inlevel_fire_trap_start,,loaded,wpn\grenade\incendiary\ignite\exp_incindiary_ignite_03.wav,,,,,,,,BUS_FX,grp_set_piece,snp_scripted_moment,,40,0,70,70,250,900,1500,allon,default,allon,default,8,priority,8,oldest,-200,200,80,100,0,0.7,no,3d,default,,nonlooping,,1,0,0,0,0,0.1,no,no,,0,,no,,,,,,,,,yes,no,no,0,0,yes,no,,,,,no,no,no,yes,,,,,,,,,,,,,800,3000,,no,no,no,no,no,no,no,,,,
wpn_zmb_inlevel_fire_trap_stop,,loaded,wpn\grenade\incendiary\explosion\exp_incendiary_00.wav,,,,,,,,BUS_FX,grp_set_piece,snp_scripted_moment,,40,0,70,75,250,900,1500,allon,default,allon,default,8,priority,8,oldest,-200,200,80,100,0,0.7,no,3d,default,,nonlooping,,1,0,0,0,0,0.1,no,no,,0,,no,,,,,,,,,yes,no,no,0,0,yes,no,,,,,no,no,no,yes,,,,,,,,,,,,,800,3000,,no,no,no,no,no,no,no,,,,
wpn_zmb_inlevel_fire_trap_stop,,loaded,wpn\grenade\incendiary\explosion\exp_incendiary_01.wav,,,,,,,,BUS_FX,grp_set_piece,snp_scripted_moment,,40,0,70,75,250,900,1500,allon,default,allon,default,8,priority,8,oldest,-200,200,80,100,0,0.7,no,3d,default,,nonlooping,,1,0,0,0,0,0.1,no,no,,0,,no,,,,,,,,,yes,no,no,0,0,yes,no,,,,,no,no,no,yes,,,,,,,,,,,,,800,3000,,no,no,no,no,no,no,no,,,,
wpn_zmb_inlevel_fire_trap_stop,,loaded,wpn\grenade\incendiary\explosion\exp_incendiary_02.wav,,,,,,,,BUS_FX,grp_set_piece,snp_scripted_moment,,40,0,70,75,250,900,1500,allon,default,allon,default,8,priority,8,oldest,-200,200,80,100,0,0.7,no,3d,default,,nonlooping,,1,0,0,0,0,0.1,no,no,,0,,no,,,,,,,,,yes,no,no,0,0,yes,no,,,,,no,no,no,yes,,,,,,,,,,,,,800,3000,,no,no,no,no,no,no,no,,,,
zmb_fire_trap_cooldown,,loaded,zmb\trap\fire\cooldown\evt_fire_trap_cooldown_00.wav,,,,,,,,BUS_FX,grp_set_piece,snp_scripted_moment,,40,0,80,80,250,900,1500,allon,default,allon,default,1,reject,8,oldest,0,0,80,100,0,0.7,no,3d,default,,nonlooping,,1,0,0,0,0,0.1,no,no,,0,,no,,,,,,,,,yes,no,no,0,0,yes,no,,,,,no,no,no,yes,,,,,,,,,,,,,800,3000,,no,no,no,no,no,no,no,,,,
zmb_firetrap_end,,loaded,zmb\zmb_blops\wpn\flame\npc\stop\stop_00.wav,,,,,,,,BUS_FX,grp_set_piece,snp_scripted_moment,,40,0,90,90,100,1000,1000,allon,default,allon,default,6,priority,8,oldest,-281,315,15,25,0.25,1,no,3d,default,,nonlooping,,1,0,100,250,98,0.25,no,no,,0,,no,,,,,,,,,no,no,no,0,0,yes,no,,,,,no,no,no,yes,,,,,,,,,,,,,800,3000,,no,no,no,no,no,no,no,,,,
zmb_firetrap_loop,,loaded,zmb\zmb_blops\wpn\flame\npc\loop\loop_00.wav,,,,,,,,BUS_FX,grp_set_piece,snp_scripted_moment,,40,0,90,90,100,1000,1000,allon,default,allon,default,6,priority,8,oldest,-281,315,15,25,0.25,1,no,3d,default,,looping,,1,0,100,250,98,0.25,no,no,,0,,no,,,,,,,,,no,no,no,0,0,yes,no,,,,,no,no,no,yes,,,,,,,,,,,,,800,3000,,no,no,no,no,no,no,no,,,,
zmb_firetrap_start,,loaded,zmb\zmb_blops\wpn\flame\npc\start\start_00.wav,,,,,,,,BUS_FX,grp_set_piece,snp_scripted_moment,,40,0,90,90,100,1000,1000,allon,default,allon,default,6,priority,8,oldest,-281,315,15,25,0.25,1,no,3d,default,,nonlooping,,1,0,100,250,98,0.25,no,no,,0,,no,,,,,,,,,no,no,no,0,0,yes,no,,,,,no,no,no,yes,,,,,,,,,,,,,800,3000,,no,no,no,no,no,no,no,,,,
evt_switch_flip_trap_fire,,loaded,zmb\trap\electrical\switch\flip_00.wav,,,,,evt_switch_flip_trap_fire_gas,,,BUS_FX,grp_set_piece,snp_scripted_moment,,45,0,78,78,250,900,1500,allon,default,allon,default,8,priority,8,oldest,0,0,80,100,0,0.7,no,3d,default,,nonlooping,,1,0,0,0,0,0.1,no,no,,0,,no,,,,,,,,,yes,no,no,0,0,yes,no,,,,,no,no,no,yes,,,,,,,,,,,,,800,3000,,no,no,no,no,no,no,no,,,,
evt_switch_flip_trap_fire_gas,,loaded,zmb\trap\electrical\switch\gas\evt_fire_trap_gas_release_00.wav,,,,,,,,BUS_FX,grp_set_piece,snp_scripted_moment,,45,0,83,83,250,900,1500,allon,default,allon,default,8,priority,8,oldest,0,0,80,100,0,0.7,no,3d,default,,nonlooping,,1,0,0,0,0,0.1,no,no,,0,,no,,,,,,,,,yes,no,no,0,0,yes,no,,,,,no,no,no,yes,,,,,,,,,,,,,800,3000,,no,no,no,no,no,no,no,,,,
zmb_ignite,,loaded,zmb\trap\electrical\ignite\ignite_00.wav,,,,,zmb_body_burn,,,BUS_FX,grp_set_piece,snp_scripted_moment,,40,0,73,78,100,800,1500,allon,default,allon,default,8,priority,8,oldest,0,0,80,100,0,0.7,no,3d,default,,nonlooping,,1,0,0,0,0,0,no,no,,0,,no,,,,,,,,,yes,no,no,0,0,yes,no,,,,,no,no,no,yes,,,,,,,,,,,,,800,3000,,no,no,no,no,no,no,no,,,,
zmb_body_burn,,loaded,zmb\trap\electrical\ignite\body_burn\body_burn_00.wav,,,,,,,,BUS_FX,grp_set_piece,snp_scripted_moment,,40,0,65,71,100,800,804,allon,default,allon,default,8,priority,8,oldest,0,0,80,100,0,0.7,no,3d,default,,nonlooping,,1,500,0,0,0,0,no,no,,0,,no,,,,,,,,,yes,no,no,0,0,yes,no,,,,,no,no,no,yes,,,,,,,,,,,,,800,3000,,no,no,no,no,no,no,no,,,,
amb_flame,,loaded,wpn\grenade\incendiary\flare\wpn_incindiary_flare_00.wav,,,,,,,,BUS_FX,grp_set_piece,snp_scripted_moment,,40,0,65,70,250,900,1500,allon,default,allon,default,8,priority,8,oldest,-200,200,80,100,0,0.7,no,3d,default,,nonlooping,,1,0,0,0,0,0.1,no,no,,0,,no,,,,,,,,,yes,no,no,0,0,yes,no,,,,,no,no,no,yes,,,,,,,,,,,,,800,3000,,no,no,no,no,no,no,no,,,,
amb_flame,,loaded,wpn\grenade\incendiary\flare\wpn_incindiary_flare_01.wav,,,,,,,,BUS_FX,grp_set_piece,snp_scripted_moment,,40,0,65,70,250,900,1500,allon,default,allon,default,8,priority,8,oldest,-200,200,80,100,0,0.7,no,3d,default,,nonlooping,,1,0,0,0,0,0.1,no,no,,0,,no,,,,,,,,,yes,no,no,0,0,yes,no,,,,,no,no,no,yes,,,,,,,,,,,,,800,3000,,no,no,no,no,no,no,no,,,,
amb_flame,,loaded,wpn\grenade\incendiary\flare\wpn_incindiary_flare_02.wav,,,,,,,,BUS_FX,grp_set_piece,snp_scripted_moment,,40,0,65,70,250,900,1500,allon,default,allon,default,8,priority,8,oldest,-200,200,80,100,0,0.7,no,3d,default,,nonlooping,,1,0,0,0,0,0.1,no,no,,0,,no,,,,,,,,,yes,no,no,0,0,yes,no,,,,,no,no,no,yes,,,,,,,,,,,,,800,3000,,no,no,no,no,no,no,no,,,,
amb_flame,,loaded,wpn\grenade\incendiary\flare\wpn_incindiary_flare_03.wav,,,,,,,,BUS_FX,grp_set_piece,snp_scripted_moment,,40,0,65,70,250,900,1500,allon,default,allon,default,8,priority,8,oldest,-200,200,80,100,0,0.7,no,3d,default,,nonlooping,,1,0,0,0,0,0.1,no,no,,0,,no,,,,,,,,,yes,no,no,0,0,yes,no,,,,,no,no,no,yes,,,,,,,,,,,,,800,3000,,no,no,no,no,no,no,no,,,,
