
evt_brutus_helmet_flux_l,,loaded,zmb\level\zm_alcatraz\brutus\brutus_helmet_flux_l.wav,,,,,evt_brutus_helmet_flux_r,,,bus_fx,grp_weapon,snp_wpn_3p,,30,0,65,65,50,1800,1800,,,,,8,priority,2,oldest,0,100,85,90,0.25,1,no,3d,default,,nonlooping,pitch,1,0,0,0,0,0.25,no,no,,2000,,no,,,,,,,,,yes,no,no,0,1,no,no,,,,,,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,
evt_brutus_helmet_flux_r,,loaded,zmb\level\zm_alcatraz\brutus\brutus_helmet_flux_r.wav,,,,,,,,bus_fx,grp_weapon,snp_wpn_3p,,30,0,65,65,50,1800,1800,,,,,8,priority,2,oldest,0,100,85,90,0.25,1,no,3d,default,,nonlooping,pitch,1,0,0,0,0,0.25,no,no,,2000,,no,,,,,,,,,yes,no,no,0,1,no,no,,,,,,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,

#spawn
vox_brutus_enraged,,loaded,zmb_blops\vox\zmb\director\angered\vox_director_angered_00.wav,,,,,,,,BUS_FX,grp_set_piece,snp_scripted_moment,,40,0,80,80,450,2000,3000,allon,default,allon,default,8,priority,8,oldest,0,0,50,90,0.25,1,no,3d,default,,nonlooping,,1,0,0,0,0,0.1,no,no,,0,,no,,,,,,,,,no,no,no,0,0,yes,no,,,,,no,no,no,yes,,,,,,,,,,,,,,,,no,no,no,no,no,no,no,,,,
vox_brutus_enraged,,loaded,zmb_blops\vox\zmb\director\angered\vox_director_angered_01.wav,,,,,,,,BUS_FX,grp_set_piece,snp_scripted_moment,,40,0,80,80,450,2000,3000,allon,default,allon,default,8,priority,8,oldest,0,0,50,90,0.25,1,no,3d,default,,nonlooping,,1,0,0,0,0,0.1,no,no,,0,,no,,,,,,,,,no,no,no,0,0,yes,no,,,,,no,no,no,yes,,,,,,,,,,,,,,,,no,no,no,no,no,no,no,,,,
vox_brutus_enraged,,loaded,zmb_blops\vox\zmb\director\angered\vox_director_angered_02.wav,,,,,,,,BUS_FX,grp_set_piece,snp_scripted_moment,,40,0,80,80,450,2000,3000,allon,default,allon,default,8,priority,8,oldest,0,0,50,90,0.25,1,no,3d,default,,nonlooping,,1,0,0,0,0,0.1,no,no,,0,,no,,,,,,,,,no,no,no,0,0,yes,no,,,,,no,no,no,yes,,,,,,,,,,,,,,,,no,no,no,no,no,no,no,,,,
vox_brutus_enraged,,loaded,zmb_blops\vox\zmb\director\angered\vox_director_angered_03.wav,,,,,,,,BUS_FX,grp_set_piece,snp_scripted_moment,,40,0,80,80,450,2000,3000,allon,default,allon,default,8,priority,8,oldest,0,0,50,90,0.25,1,no,3d,default,,nonlooping,,1,0,0,0,0,0.1,no,no,,0,,no,,,,,,,,,no,no,no,0,0,yes,no,,,,,no,no,no,yes,,,,,,,,,,,,,,,,no,no,no,no,no,no,no,,,,
vox_brutus_enraged,,loaded,zmb_blops\vox\zmb\director\angered\vox_director_angered_04.wav,,,,,,,,BUS_FX,grp_set_piece,snp_scripted_moment,,40,0,80,80,450,2000,3000,allon,default,allon,default,8,priority,8,oldest,0,0,50,90,0.25,1,no,3d,default,,nonlooping,,1,0,0,0,0,0.1,no,no,,0,,no,,,,,,,,,no,no,no,0,0,yes,no,,,,,no,no,no,yes,,,,,,,,,,,,,,,,no,no,no,no,no,no,no,,,,

vox_brutus_exert,,loaded,zmb_blops\vox\zmb\director\exert\vox_director_exert_00.wav,,,,,,,,BUS_FX,grp_set_piece,snp_scripted_moment,,40,0,80,80,450,2000,3000,allon,default,allon,default,8,priority,8,oldest,0,0,50,90,0.25,1,no,3d,default,,nonlooping,,1,0,0,0,0,0.1,no,no,,0,,no,,,,,,,,,no,no,no,0,0,yes,no,,,,,no,no,no,yes,,,,,,,,,,,,,,,,no,no,no,no,no,no,no,,,,
vox_brutus_exert,,loaded,zmb_blops\vox\zmb\director\exert\vox_director_exert_01.wav,,,,,,,,BUS_FX,grp_set_piece,snp_scripted_moment,,40,0,80,80,450,2000,3000,allon,default,allon,default,8,priority,8,oldest,0,0,50,90,0.25,1,no,3d,default,,nonlooping,,1,0,0,0,0,0.1,no,no,,0,,no,,,,,,,,,no,no,no,0,0,yes,no,,,,,no,no,no,yes,,,,,,,,,,,,,,,,no,no,no,no,no,no,no,,,,
vox_brutus_exert,,loaded,zmb_blops\vox\zmb\director\exert\vox_director_exert_03.wav,,,,,,,,BUS_FX,grp_set_piece,snp_scripted_moment,,40,0,80,80,450,2000,3000,allon,default,allon,default,8,priority,8,oldest,0,0,50,90,0.25,1,no,3d,default,,nonlooping,,1,0,0,0,0,0.1,no,no,,0,,no,,,,,,,,,no,no,no,0,0,yes,no,,,,,no,no,no,yes,,,,,,,,,,,,,,,,no,no,no,no,no,no,no,,,,
vox_brutus_exert,,loaded,zmb_blops\vox\zmb\director\exert\vox_director_exert_04.wav,,,,,,,,BUS_FX,grp_set_piece,snp_scripted_moment,,40,0,80,80,450,2000,3000,allon,default,allon,default,8,priority,8,oldest,0,0,50,90,0.25,1,no,3d,default,,nonlooping,,1,0,0,0,0,0.1,no,no,,0,,no,,,,,,,,,no,no,no,0,0,yes,no,,,,,no,no,no,yes,,,,,,,,,,,,,,,,no,no,no,no,no,no,no,,,,
vox_brutus_exert,,loaded,zmb_blops\vox\zmb\director\exert\vox_director_exert_05.wav,,,,,,,,BUS_FX,grp_set_piece,snp_scripted_moment,,40,0,80,80,450,2000,3000,allon,default,allon,default,8,priority,8,oldest,0,0,50,90,0.25,1,no,3d,default,,nonlooping,,1,0,0,0,0,0.1,no,no,,0,,no,,,,,,,,,no,no,no,0,0,yes,no,,,,,no,no,no,yes,,,,,,,,,,,,,,,,no,no,no,no,no,no,no,,,,
vox_brutus_exert,,loaded,zmb_blops\vox\zmb\director\exert\vox_director_exert_06.wav,,,,,,,,BUS_FX,grp_set_piece,snp_scripted_moment,,40,0,80,80,450,2000,3000,allon,default,allon,default,8,priority,8,oldest,0,0,50,90,0.25,1,no,3d,default,,nonlooping,,1,0,0,0,0,0.1,no,no,,0,,no,,,,,,,,,no,no,no,0,0,yes,no,,,,,no,no,no,yes,,,,,,,,,,,,,,,,no,no,no,no,no,no,no,,,,
vox_brutus_exert,,loaded,zmb_blops\vox\zmb\director\exert\vox_director_exert_07.wav,,,,,,,,BUS_FX,grp_set_piece,snp_scripted_moment,,40,0,80,80,450,2000,3000,allon,default,allon,default,8,priority,8,oldest,0,0,50,90,0.25,1,no,3d,default,,nonlooping,,1,0,0,0,0,0.1,no,no,,0,,no,,,,,,,,,no,no,no,0,0,yes,no,,,,,no,no,no,yes,,,,,,,,,,,,,,,,no,no,no,no,no,no,no,,,,

vox_brutus_pain_yell,,loaded,zmb_blops\vox\zmb\director\pain_yell\vox_director_pain_yell_00.wav,,,,,,,,BUS_FX,grp_set_piece,snp_scripted_moment,,40,0,80,80,450,2000,3000,allon,default,allon,default,8,priority,8,oldest,0,0,50,90,0.25,1,no,3d,default,,nonlooping,,1,0,0,0,0,0.1,no,no,,0,,no,,,,,,,,,no,no,no,0,0,yes,no,,,,,no,no,no,yes,,,,,,,,,,,,,,,,no,no,no,no,no,no,no,,,,
vox_brutus_pain_yell,,loaded,zmb_blops\vox\zmb\director\pain_yell\vox_director_pain_yell_01.wav,,,,,,,,BUS_FX,grp_set_piece,snp_scripted_moment,,40,0,80,80,450,2000,3000,allon,default,allon,default,8,priority,8,oldest,0,0,50,90,0.25,1,no,3d,default,,nonlooping,,1,0,0,0,0,0.1,no,no,,0,,no,,,,,,,,,no,no,no,0,0,yes,no,,,,,no,no,no,yes,,,,,,,,,,,,,,,,no,no,no,no,no,no,no,,,,
vox_brutus_pain_yell,,loaded,zmb_blops\vox\zmb\director\pain_yell\vox_director_pain_yell_02.wav,,,,,,,,BUS_FX,grp_set_piece,snp_scripted_moment,,40,0,80,80,450,2000,3000,allon,default,allon,default,8,priority,8,oldest,0,0,50,90,0.25,1,no,3d,default,,nonlooping,,1,0,0,0,0,0.1,no,no,,0,,no,,,,,,,,,no,no,no,0,0,yes,no,,,,,no,no,no,yes,,,,,,,,,,,,,,,,no,no,no,no,no,no,no,,,,
vox_brutus_pain_yell,,loaded,zmb_blops\vox\zmb\director\pain_yell\vox_director_pain_yell_03.wav,,,,,,,,BUS_FX,grp_set_piece,snp_scripted_moment,,40,0,80,80,450,2000,3000,allon,default,allon,default,8,priority,8,oldest,0,0,50,90,0.25,1,no,3d,default,,nonlooping,,1,0,0,0,0,0.1,no,no,,0,,no,,,,,,,,,no,no,no,0,0,yes,no,,,,,no,no,no,yes,,,,,,,,,,,,,,,,no,no,no,no,no,no,no,,,,
vox_brutus_pain_yell,,loaded,zmb_blops\vox\zmb\director\pain_yell\vox_director_pain_yell_04.wav,,,,,,,,BUS_FX,grp_set_piece,snp_scripted_moment,,40,0,80,80,450,2000,3000,allon,default,allon,default,8,priority,8,oldest,0,0,50,90,0.25,1,no,3d,default,,nonlooping,,1,0,0,0,0,0.1,no,no,,0,,no,,,,,,,,,no,no,no,0,0,yes,no,,,,,no,no,no,yes,,,,,,,,,,,,,,,,no,no,no,no,no,no,no,,,,


zmb_ai_brutus_spawn_2d,,loaded,zmb\ai\brutus\brutus_spawn_2d.wav,,,,,,,,BUS_FX,grp_set_piece,snp_scripted_moment,,40,0,95,95,500,2000,3000,allon,default,allon,default,8,priority,8,oldest,0,0,75,95,0.25,1,no,2d,default,,nonlooping,,1,0,50,250,10,0.1,no,no,,0,,no,,,,,,,,,no,no,no,0,0,yes,no,,,,,no,no,no,yes,,,,,,,,,,,,,,,,no,no,no,no,no,no,no,,,,

#zmb_engineer_vocals_death,,loaded,zmb\ai\brutus\death.wav,,,,,,,,BUS_FX,grp_set_piece,snp_scripted_moment,,40,0,87,87,500,2000,3000,allon,default,allon,default,8,priority,8,oldest,0,0,75,95,0.25,1,no,3d,default,,nonlooping,,1,0,50,250,10,0.1,no,no,,0,,no,,,,,,,,,no,no,no,0,0,yes,no,,,,,no,no,no,yes,,,,,,,,,,,,,,,,no,no,no,no,no,no,no,,,,

zmb_ai_cellbreaker_death,,loaded,zmb\ai\brutus\death.wav,,,,,,,,BUS_FX,grp_set_piece,snp_scripted_moment,,40,0,87,87,500,2000,3000,allon,default,allon,default,8,priority,8,oldest,0,0,75,95,0.25,1,no,3d,default,,nonlooping,,1,0,50,250,10,0.1,no,no,,0,,no,,,,,,,,,no,no,no,0,0,yes,no,,,,,no,no,no,yes,,,,,,,,,,,,,,,,no,no,no,no,no,no,no,,,,
zmb_ai_cellbreaker_vox_death,,loaded,vox\scripted\zma\vox_brutus_brutus_defeated_d_0.wav,,,,,,,,BUS_FX,grp_set_piece,snp_scripted_moment,,40,0,80,80,450,2000,3000,allon,default,allon,default,8,priority,8,oldest,0,0,50,90,0.25,1,no,3d,default,,nonlooping,,1,0,0,0,0,0.1,no,no,,0,,no,,,,,,,,,no,no,no,0,0,yes,no,,,,,no,no,no,yes,,,,,,,,,,,,,,,,no,no,no,no,no,no,no,,,,
zmb_ai_cellbreaker_vox_death,,loaded,vox\scripted\zma\vox_brutus_brutus_defeated_d_1.wav,,,,,,,,BUS_FX,grp_set_piece,snp_scripted_moment,,40,0,80,80,450,2000,3000,allon,default,allon,default,8,priority,8,oldest,0,0,50,90,0.25,1,no,3d,default,,nonlooping,,1,0,0,0,0,0.1,no,no,,0,,no,,,,,,,,,no,no,no,0,0,yes,no,,,,,no,no,no,yes,,,,,,,,,,,,,,,,no,no,no,no,no,no,no,,,,
zmb_ai_cellbreaker_vox_death,,loaded,vox\scripted\zma\vox_brutus_brutus_defeated_d_2.wav,,,,,,,,BUS_FX,grp_set_piece,snp_scripted_moment,,40,0,80,80,450,2000,3000,allon,default,allon,default,8,priority,8,oldest,0,0,50,90,0.25,1,no,3d,default,,nonlooping,,1,0,0,0,0,0.1,no,no,,0,,no,,,,,,,,,no,no,no,0,0,yes,no,,,,,no,no,no,yes,,,,,,,,,,,,,,,,no,no,no,no,no,no,no,,,,
zmb_ai_cellbreaker_vox_death,,loaded,vox\scripted\zma\vox_brutus_brutus_defeated_d_3.wav,,,,,,,,BUS_FX,grp_set_piece,snp_scripted_moment,,40,0,80,80,450,2000,3000,allon,default,allon,default,8,priority,8,oldest,0,0,50,90,0.25,1,no,3d,default,,nonlooping,,1,0,0,0,0,0.1,no,no,,0,,no,,,,,,,,,no,no,no,0,0,yes,no,,,,,no,no,no,yes,,,,,,,,,,,,,,,,no,no,no,no,no,no,no,,,,
zmb_ai_cellbreaker_vox_death,,loaded,vox\scripted\zma\vox_brutus_brutus_defeated_d_4.wav,,,,,,,,BUS_FX,grp_set_piece,snp_scripted_moment,,40,0,80,80,450,2000,3000,allon,default,allon,default,8,priority,8,oldest,0,0,50,90,0.25,1,no,3d,default,,nonlooping,,1,0,0,0,0,0.1,no,no,,0,,no,,,,,,,,,no,no,no,0,0,yes,no,,,,,no,no,no,yes,,,,,,,,,,,,,,,,no,no,no,no,no,no,no,,,,
zmb_ai_cellbreaker_vox_death,,loaded,vox\scripted\zma\vox_brutus_brutus_defeated_d_5.wav,,,,,,,,BUS_FX,grp_set_piece,snp_scripted_moment,,40,0,80,80,450,2000,3000,allon,default,allon,default,8,priority,8,oldest,0,0,50,90,0.25,1,no,3d,default,,nonlooping,,1,0,0,0,0,0.1,no,no,,0,,no,,,,,,,,,no,no,no,0,0,yes,no,,,,,no,no,no,yes,,,,,,,,,,,,,,,,no,no,no,no,no,no,no,,,,
zmb_ai_cellbreaker_vox_death,,loaded,vox\scripted\zma\vox_brutus_brutus_defeated_d_6.wav,,,,,,,,BUS_FX,grp_set_piece,snp_scripted_moment,,40,0,80,80,450,2000,3000,allon,default,allon,default,8,priority,8,oldest,0,0,50,90,0.25,1,no,3d,default,,nonlooping,,1,0,0,0,0,0.1,no,no,,0,,no,,,,,,,,,no,no,no,0,0,yes,no,,,,,no,no,no,yes,,,,,,,,,,,,,,,,no,no,no,no,no,no,no,,,,
zmb_ai_cellbreaker_vox_death,,loaded,vox\scripted\zma\vox_brutus_brutus_defeated_d_7.wav,,,,,,,,BUS_FX,grp_set_piece,snp_scripted_moment,,40,0,80,80,450,2000,3000,allon,default,allon,default,8,priority,8,oldest,0,0,50,90,0.25,1,no,3d,default,,nonlooping,,1,0,0,0,0,0.1,no,no,,0,,no,,,,,,,,,no,no,no,0,0,yes,no,,,,,no,no,no,yes,,,,,,,,,,,,,,,,no,no,no,no,no,no,no,,,,
zmb_ai_cellbreaker_vox_death,,loaded,vox\scripted\zma\vox_brutus_brutus_defeated_d_8.wav,,,,,,,,BUS_FX,grp_set_piece,snp_scripted_moment,,40,0,80,80,450,2000,3000,allon,default,allon,default,8,priority,8,oldest,0,0,50,90,0.25,1,no,3d,default,,nonlooping,,1,0,0,0,0,0.1,no,no,,0,,no,,,,,,,,,no,no,no,0,0,yes,no,,,,,no,no,no,yes,,,,,,,,,,,,,,,,no,no,no,no,no,no,no,,,,
zmb_ai_cellbreaker_vox_death,,loaded,vox\scripted\zma\vox_brutus_brutus_defeated_d_9.wav,,,,,,,,BUS_FX,grp_set_piece,snp_scripted_moment,,40,0,80,80,450,2000,3000,allon,default,allon,default,8,priority,8,oldest,0,0,50,90,0.25,1,no,3d,default,,nonlooping,,1,0,0,0,0,0.1,no,no,,0,,no,,,,,,,,,no,no,no,0,0,yes,no,,,,,no,no,no,yes,,,,,,,,,,,,,,,,no,no,no,no,no,no,no,,,,
zmb_ai_cellbreaker_vox_death,,loaded,vox\scripted\zma\vox_brutus_brutus_defeated_d_10.wav,,,,,,,,BUS_FX,grp_set_piece,snp_scripted_moment,,40,0,80,80,450,2000,3000,allon,default,allon,default,8,priority,8,oldest,0,0,50,90,0.25,1,no,3d,default,,nonlooping,,1,0,0,0,0,0.1,no,no,,0,,no,,,,,,,,,no,no,no,0,0,yes,no,,,,,no,no,no,yes,,,,,,,,,,,,,,,,no,no,no,no,no,no,no,,,,
zmb_ai_cellbreaker_vox_death,,loaded,vox\scripted\zma\vox_brutus_brutus_defeated_d_11.wav,,,,,,,,BUS_FX,grp_set_piece,snp_scripted_moment,,40,0,80,80,450,2000,3000,allon,default,allon,default,8,priority,8,oldest,0,0,50,90,0.25,1,no,3d,default,,nonlooping,,1,0,0,0,0,0.1,no,no,,0,,no,,,,,,,,,no,no,no,0,0,yes,no,,,,,no,no,no,yes,,,,,,,,,,,,,,,,no,no,no,no,no,no,no,,,,

zmb_ai_cellbreaker_spawn,,loaded,zmb\ai\brutus\brutus_spawn.wav,,,,,,,,BUS_FX,grp_set_piece,snp_scripted_moment,,40,0,87,87,500,2000,3000,allon,default,allon,default,8,priority,8,oldest,0,0,75,95,0.25,1,no,3d,default,,nonlooping,,1,0,50,250,10,0.1,no,no,,0,,no,,,,,,,,,no,no,no,0,0,yes,no,,,,,no,no,no,yes,,,,,,,,,,,,,,,,no,no,no,no,no,no,no,,,,
zmb_ai_cellbreaker_spawn,,loaded,zmb\level\zm_alcatraz\brutus\brutus_spawn_02.wav,,,,,,,,BUS_FX,grp_set_piece,snp_scripted_moment,,40,0,87,87,500,2000,3000,allon,default,allon,default,8,priority,8,oldest,0,0,75,95,0.25,1,no,3d,default,,nonlooping,,1,0,50,250,10,0.1,no,no,,0,,no,,,,,,,,,no,no,no,0,0,yes,no,,,,,no,no,no,yes,,,,,,,,,,,,,,,,no,no,no,no,no,no,no,,,,
zmb_ai_cellbreaker_vox_spawn,,loaded,vox\scripted\zma\vox_brutus_brutus_arrives_d_2.wav,,,,,,,,BUS_FX,grp_set_piece,snp_scripted_moment,,40,0,80,80,450,2000,3000,allon,default,allon,default,8,priority,8,oldest,0,0,50,90,0.25,1,no,3d,default,,nonlooping,,1,0,0,0,0,0.1,no,no,,0,,no,,,,,,,,,no,no,no,0,0,yes,no,,,,,no,no,no,yes,,,,,,,,,,,,,,,,no,no,no,no,no,no,no,,,,
zmb_ai_cellbreaker_vox_spawn,,loaded,vox\scripted\zma\vox_brutus_brutus_arrives_d_3.wav,,,,,,,,BUS_FX,grp_set_piece,snp_scripted_moment,,40,0,80,80,450,2000,3000,allon,default,allon,default,8,priority,8,oldest,0,0,50,90,0.25,1,no,3d,default,,nonlooping,,1,0,0,0,0,0.1,no,no,,0,,no,,,,,,,,,no,no,no,0,0,yes,no,,,,,no,no,no,yes,,,,,,,,,,,,,,,,no,no,no,no,no,no,no,,,,
zmb_ai_cellbreaker_vox_spawn,,loaded,vox\scripted\zma\vox_brutus_brutus_arrives_d_4.wav,,,,,,,,BUS_FX,grp_set_piece,snp_scripted_moment,,40,0,80,80,450,2000,3000,allon,default,allon,default,8,priority,8,oldest,0,0,50,90,0.25,1,no,3d,default,,nonlooping,,1,0,0,0,0,0.1,no,no,,0,,no,,,,,,,,,no,no,no,0,0,yes,no,,,,,no,no,no,yes,,,,,,,,,,,,,,,,no,no,no,no,no,no,no,,,,
zmb_ai_cellbreaker_vox_spawn,,loaded,vox\scripted\zma\vox_brutus_brutus_arrives_d_5.wav,,,,,,,,BUS_FX,grp_set_piece,snp_scripted_moment,,40,0,80,80,450,2000,3000,allon,default,allon,default,8,priority,8,oldest,0,0,50,90,0.25,1,no,3d,default,,nonlooping,,1,0,0,0,0,0.1,no,no,,0,,no,,,,,,,,,no,no,no,0,0,yes,no,,,,,no,no,no,yes,,,,,,,,,,,,,,,,no,no,no,no,no,no,no,,,,
zmb_ai_cellbreaker_vox_spawn,,loaded,vox\scripted\zma\vox_brutus_brutus_arrives_d_6.wav,,,,,,,,BUS_FX,grp_set_piece,snp_scripted_moment,,40,0,80,80,450,2000,3000,allon,default,allon,default,8,priority,8,oldest,0,0,50,90,0.25,1,no,3d,default,,nonlooping,,1,0,0,0,0,0.1,no,no,,0,,no,,,,,,,,,no,no,no,0,0,yes,no,,,,,no,no,no,yes,,,,,,,,,,,,,,,,no,no,no,no,no,no,no,,,,
zmb_ai_cellbreaker_vox_spawn,,loaded,vox\scripted\zma\vox_brutus_brutus_arrives_d_7.wav,,,,,,,,BUS_FX,grp_set_piece,snp_scripted_moment,,40,0,80,80,450,2000,3000,allon,default,allon,default,8,priority,8,oldest,0,0,50,90,0.25,1,no,3d,default,,nonlooping,,1,0,0,0,0,0.1,no,no,,0,,no,,,,,,,,,no,no,no,0,0,yes,no,,,,,no,no,no,yes,,,,,,,,,,,,,,,,no,no,no,no,no,no,no,,,,
zmb_ai_cellbreaker_vox_spawn,,loaded,vox\scripted\zma\vox_brutus_brutus_arrives_d_8.wav,,,,,,,,BUS_FX,grp_set_piece,snp_scripted_moment,,40,0,80,80,450,2000,3000,allon,default,allon,default,8,priority,8,oldest,0,0,50,90,0.25,1,no,3d,default,,nonlooping,,1,0,0,0,0,0.1,no,no,,0,,no,,,,,,,,,no,no,no,0,0,yes,no,,,,,no,no,no,yes,,,,,,,,,,,,,,,,no,no,no,no,no,no,no,,,,
zmb_ai_cellbreaker_vox_spawn,,loaded,vox\scripted\zma\vox_brutus_brutus_arrives_d_9.wav,,,,,,,,BUS_FX,grp_set_piece,snp_scripted_moment,,40,0,80,80,450,2000,3000,allon,default,allon,default,8,priority,8,oldest,0,0,50,90,0.25,1,no,3d,default,,nonlooping,,1,0,0,0,0,0.1,no,no,,0,,no,,,,,,,,,no,no,no,0,0,yes,no,,,,,no,no,no,yes,,,,,,,,,,,,,,,,no,no,no,no,no,no,no,,,,
zmb_ai_cellbreaker_vox_spawn,,loaded,vox\scripted\zma\vox_brutus_brutus_arrives_d_10.wav,,,,,,,,BUS_FX,grp_set_piece,snp_scripted_moment,,40,0,80,80,450,2000,3000,allon,default,allon,default,8,priority,8,oldest,0,0,50,90,0.25,1,no,3d,default,,nonlooping,,1,0,0,0,0,0.1,no,no,,0,,no,,,,,,,,,no,no,no,0,0,yes,no,,,,,no,no,no,yes,,,,,,,,,,,,,,,,no,no,no,no,no,no,no,,,,
zmb_ai_cellbreaker_vox_spawn,,loaded,vox\scripted\zma\vox_brutus_brutus_arrives_d_11.wav,,,,,,,,BUS_FX,grp_set_piece,snp_scripted_moment,,40,0,80,80,450,2000,3000,allon,default,allon,default,8,priority,8,oldest,0,0,50,90,0.25,1,no,3d,default,,nonlooping,,1,0,0,0,0,0.1,no,no,,0,,no,,,,,,,,,no,no,no,0,0,yes,no,,,,,no,no,no,yes,,,,,,,,,,,,,,,,no,no,no,no,no,no,no,,,,
zmb_ai_cellbreaker_vox_spawn,,loaded,vox\scripted\zma\vox_brutus_brutus_arrives_d_12.wav,,,,,,,,BUS_FX,grp_set_piece,snp_scripted_moment,,40,0,80,80,450,2000,3000,allon,default,allon,default,8,priority,8,oldest,0,0,50,90,0.25,1,no,3d,default,,nonlooping,,1,0,0,0,0,0.1,no,no,,0,,no,,,,,,,,,no,no,no,0,0,yes,no,,,,,no,no,no,yes,,,,,,,,,,,,,,,,no,no,no,no,no,no,no,,,,
